frame,metric,baseline,upsample_clean_ounet_selected10,delta_for_better,upsample_clean_ounet_selected10_improved
0060,F_5,0.12052921544569437,0.12799872713151414,0.007469511685819774,True
0060,P_10,0.21556250083387812,0.24731728097044445,0.031754780136566324,True
0060,R_10,0.24738865173013558,0.28634811512091657,0.03895946339078099,True
0060,F_10,0.23038161218313652,0.2654053935720916,0.035023781388955066,True
0060,P_20,0.41687402436258353,0.46929833458425463,0.0524243102216711,True
0060,R_20,0.4326343741037772,0.44580861735644445,0.01317424325266725,True
0060,F_20,0.4246080037250411,0.45725199928815824,0.032643995563117145,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,21.78350534462616,1.6143730920585746,True
0070,CD_Comp,27.06073662518216,26.79950569258039,0.26123093260176944,True
0070,chamferL2_old,25.229307530933447,24.291505518603273,0.9378020123301738,True
0070,chamfer-L1,50.458615061866894,48.583011037206546,1.8756040246603476,True
0070,chamfer-L2,2160.3062330937587,2132.025436282093,28.280796811665823,True
0070,P_5,0.12388456125745773,0.1475195822454308,0.02363502098797307,True
0070,R_5,0.14683563383478315,0.1521267582940195,0.0052911244592363516,True
0070,F_5,0.13438722640093273,0.14978775173081613,0.015400525329883397,True
0070,P_10,0.2449921706209986,0.2840241514360313,0.03903198081503273,True
0070,R_10,0.2857228864521919,0.329046350180962,0.043323463728770106,True
0070,F_10,0.2637945512006304,0.30488209805161004,0.04108754685097965,True
0070,P_20,0.4868030366097798,0.5343709203655352,0.047567883755755436,True
0070,R_20,0.5030254178411727,0.5243666329979747,0.021341215156801985,True
0070,F_20,0.4947812922448575,0.529321510121022,0.034540217876164514,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,23.193225143175297,2.9006853713666985,True
0080,CD_Comp,27.253817528725445,27.09070190240537,0.16311562632007437,True
0080,chamferL2_old,26.67386402163372,25.141963522790334,1.5319004988433846,True
0080,chamfer-L1,53.34772804326744,50.28392704558067,3.0638009976867693,True
0080,chamfer-L2,2288.588814506137,2162.2252315995274,126.36358290660974,True
0080,P_5,0.11336124764429457,0.14024359681218987,0.026882349167895295,True
0080,R_5,0.1346827567376795,0.156319764834467,0.021637008096787508,True
0080,F_5,0.1231056189243324,0.14784595070338796,0.02474033177905556,True
0080,P_10,0.22319721042676152,0.2694100546338529,0.0462128442070914,True
0080,R_10,0.26665738699563923,0.30961553746385767,0.04295815046821844,True
0080,F_10,0.24299939300475526,0.28811693300613767,0.045117540001382406,True
0080,P_20,0.43708307062065216,0.5054884466944013,0.06840537607374914,True
0080,R_20,0.4754133331576236,0.49014453636718175,0.014731203209558175,True
0080,F_20,0.45544315267465896,0.49769825740831103,0.04225510473365207,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,24.986897671262717,2.6452770119750078,True
0090,CD_Comp,30.310992933854813,30.010906903062885,0.3000860307919275,True
0090,chamferL2_old,28.97158380854627,27.4989022871628,1.4726815213834712,True
0090,chamfer-L1,57.94316761709254,54.9978045743256,2.9453630427669424,True
0090,chamfer-L2,2638.230044731804,2466.019643399988,172.21040133181577,True
0090,P_5,0.1083400673861831,0.12688917500247598,0.018549107616292887,True
0090,R_5,0.12571098793544921,0.12627079825078844,0.0005598103153392209,True
0090,F_5,0.11638090574207656,0.1265792313930893,0.010198325651012738,True
0090,P_10,0.2086814496247192,0.2444686540556601,0.03578720443094088,True
0090,R_10,0.2373583379194664,0.27775530481033184,0.04039696689086544,True
0090,F_10,0.2220980433618444,0.2600511308261363,0.03795308746429188,True
0090,P_20,0.4077138004711554,0.4680202040209963,0.0603064035498409,True
0090,R_20,0.4170908153210897,0.43572438383791784,0.018633568516828125,True
0090,F_20,0.41234900532857366,0.45129523929736864,0.038946233968794985,True
