frame,metric,baseline,pu_gaussian_pu1k_4x_selected10,delta_for_better,pu_gaussian_pu1k_4x_selected10_improved
0060,R_5,0.1317061193835844,0.13491735665077279,0.003211237267188388,True
0060,F_5,0.12052921544569437,0.12353415967885732,0.0030049442331629567,True
0060,P_10,0.21556250083387812,0.22146010393457058,0.005897603100692456,True
0060,R_10,0.24738865173013558,0.24914034823478923,0.0017516965046536492,True
0060,F_10,0.23038161218313652,0.2344861640486281,0.004104551865491579,True
0060,P_20,0.41687402436258353,0.42549340569171856,0.008619381329135034,True
0060,R_20,0.4326343741037772,0.4344223837515191,0.001788009647741895,True
0060,F_20,0.4246080037250411,0.4299115374793335,0.005303533754292433,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.18112214008711,0.21675629659762663,True
0070,CD_Comp,27.06073662518216,26.913407840466462,0.14732878471569677,True
0070,chamferL2_old,25.229307530933447,25.047264990276787,0.18204254065665992,True
0070,chamfer-L1,50.458615061866894,50.094529980553574,0.36408508131331985,True
0070,chamfer-L2,2160.3062330937587,2157.38085901852,2.9253740752387785,True
0070,P_5,0.12388456125745773,0.12967631959723297,0.005791758339775244,True
0070,R_5,0.14683563383478315,0.15089450149256833,0.004058867657785181,True
0070,F_5,0.13438722640093273,0.13948309752960775,0.005095871128675017,True
0070,P_10,0.2449921706209986,0.25467037323343444,0.009678202612435849,True
0070,R_10,0.2857228864521919,0.2878092769662834,0.002086390514091485,True
0070,F_10,0.2637945512006304,0.27022763326905874,0.006433082068428353,True
0070,P_20,0.4868030366097798,0.4972517888644427,0.010448752254662907,True
0070,R_20,0.5030254178411727,0.5042394831538151,0.0012140653126423429,True
0070,F_20,0.4947812922448575,0.5007212584269941,0.005939966182136602,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.47311529025206,0.6207952242899353,True
0080,CD_Comp,27.253817528725445,27.15209810485377,0.10171942387167476,True
0080,chamferL2_old,26.67386402163372,26.312606697552916,0.36125732408080324,True
0080,chamfer-L1,53.34772804326744,52.62521339510583,0.7225146481616065,True
0080,chamfer-L2,2288.588814506137,2250.4087533970314,38.180061109105736,True
0080,P_5,0.11336124764429457,0.12140243286457263,0.008041185220278052,True
0080,R_5,0.1346827567376795,0.13829112112565156,0.003608364387972074,True
0080,F_5,0.1231056189243324,0.12929761474830745,0.006191995823975047,True
0080,P_10,0.22319721042676152,0.23654504666125567,0.013347836234494148,True
0080,R_10,0.26665738699563923,0.26868395183850735,0.002026564842868117,True
0080,F_10,0.24299939300475526,0.2515922803857036,0.008592887380948322,True
0080,P_20,0.43708307062065216,0.4518151559381194,0.014732085317467225,True
0080,R_20,0.4754133331576236,0.4766833851745724,0.0012700520169488527,True
0080,F_20,0.45544315267465896,0.4639162442789887,0.008473091604329741,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.139526347947292,0.4926483352904327,True
0090,CD_Comp,30.310992933854813,30.162498463775233,0.14849447007958005,True
0090,chamferL2_old,28.97158380854627,28.651012405861263,0.32057140268500817,True
0090,chamfer-L1,57.94316761709254,57.302024811722525,0.6411428053700163,True
0090,chamfer-L2,2638.230044731804,2595.8317213351575,42.39832339664645,True
0090,P_5,0.1083400673861831,0.11181980359392976,0.0034797362077466643,True
0090,R_5,0.12571098793544921,0.12864474000744766,0.0029337520719984467,True
0090,F_5,0.11638090574207656,0.11964366426404459,0.003262758521968029,True
0090,P_10,0.2086814496247192,0.21488419711828194,0.006202747493562727,True
0090,R_10,0.2373583379194664,0.23881573960870123,0.001457401689234833,True
0090,F_10,0.2220980433618444,0.22621880371081127,0.0041207603489668565,True
0090,P_20,0.4077138004711554,0.4173800197227853,0.009666219251629915,True
0090,R_20,0.4170908153210897,0.4185057884139449,0.0014149730928552096,True
0090,F_20,0.41234900532857366,0.4179421459772876,0.005593140648713968,True
