method,sequence,frame,view,projection_ssim,projection_lpips
cg_baseline,OrangeKettlebell,0060,z_pos,0.7386379927356646,0.3229566812515259
cg_baseline,OrangeKettlebell,0060,z_neg,0.745202674047702,0.32218632102012634
pointfilter_selected10,OrangeKettlebell,0060,x_pos,0.5406654277626766,0.5774962306022644
pointfilter_selected10,OrangeKettlebell,0060,x_neg,0.5478683227766488,0.5793076753616333
pointfilter_selected10,OrangeKettlebell,0060,y_pos,0.6083047064582946,0.5136646628379822
pointfilter_selected10,OrangeKettlebell,0060,y_neg,0.6041458447210483,0.5187116861343384
pointfilter_selected10,OrangeKettlebell,0060,z_pos,0.7396856442383731,0.3267441987991333
pointfilter_selected10,OrangeKettlebell,0060,z_neg,0.7399249255735207,0.3241284489631653
crcir_aftercomp_4x_selected10,OrangeKettlebell,0060,x_pos,0.5886821326639314,0.47679638862609863
crcir_aftercomp_4x_selected10,OrangeKettlebell,0060,x_neg,0.6077910138755476,0.4772028923034668
crcir_aftercomp_4x_selected10,OrangeKettlebell,0060,y_pos,0.6786440824599479,0.42658665776252747
crcir_aftercomp_4x_selected10,OrangeKettlebell,0060,y_neg,0.6709906396723363,0.4306851625442505
crcir_aftercomp_4x_selected10,OrangeKettlebell,0060,z_pos,0.740148227336581,0.3290695250034332
crcir_aftercomp_4x_selected10,OrangeKettlebell,0060,z_neg,0.7471791516982208,0.3244819939136505
cg_baseline,OrangeKettlebell,0070,x_pos,0.4865297926070704,0.6476198434829712
cg_baseline,OrangeKettlebell,0070,x_neg,0.4952956608158306,0.6447771787643433
cg_baseline,OrangeKettlebell,0070,y_pos,0.6897664903830233,0.38428357243537903
cg_baseline,OrangeKettlebell,0070,y_neg,0.6781057643399934,0.4127063751220703
cg_baseline,OrangeKettlebell,0070,z_pos,0.7647543338252047,0.25215303897857666
cg_baseline,OrangeKettlebell,0070,z_neg,0.7664123224612106,0.25053271651268005
pointfilter_selected10,OrangeKettlebell,0070,x_pos,0.49959897565703953,0.628528356552124
pointfilter_selected10,OrangeKettlebell,0070,x_neg,0.5042586547739059,0.6292698383331299
pointfilter_selected10,OrangeKettlebell,0070,y_pos,0.6610094403013225,0.42455095052719116
