frame,metric,baseline,score_denoise_selected10,delta_for_better,score_denoise_selected10_improved
0060,R_5,0.1317061193835844,0.1265566681040619,-0.005149451279522488,False
0060,F_5,0.12052921544569437,0.12034062020123265,-0.0001885952444617145,False
0060,P_10,0.21556250083387812,0.2224686795372977,0.006906178703419585,True
0060,R_10,0.24738865173013558,0.2433818265098324,-0.004006825220303184,False
0060,F_10,0.23038161218313652,0.23245583235039036,0.0020742201672538374,True
0060,P_20,0.41687402436258353,0.42636689303678404,0.009492868674200516,True
0060,R_20,0.4326343741037772,0.4302199627377634,-0.00241441136601378,False
0060,F_20,0.4246080037250411,0.42828476201409316,0.0036767582890520623,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,22.90786597333263,0.49001246335210524,True
0070,CD_Comp,27.06073662518216,27.33931934865454,-0.27858272347238255,False
0070,chamferL2_old,25.229307530933447,25.123592660993587,0.10571486993985957,True
0070,chamfer-L1,50.458615061866894,50.247185321987175,0.21142973987971914,True
0070,chamfer-L2,2160.3062330937587,2164.043838020519,-3.7376049267604685,False
0070,P_5,0.12388456125745773,0.1314523002517294,0.007567738994271683,True
0070,R_5,0.14683563383478315,0.14369370383909716,-0.0031419299956859936,False
0070,F_5,0.13438722640093273,0.13730068851085192,0.0029134621099191904,True
0070,P_10,0.2449921706209986,0.25755683732730766,0.012564666706309069,True
0070,R_10,0.2857228864521919,0.28006360090992094,-0.005659285542270964,False
0070,F_10,0.2637945512006304,0.268339111278458,0.0045445600778276085,True
0070,P_20,0.4868030366097798,0.5015004657984975,0.014697429188717692,True
0070,R_20,0.5030254178411727,0.5004465577371867,-0.0025788601039860026,False
0070,F_20,0.4947812922448575,0.5009729574859412,0.006191665241083666,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.43041668137632,0.6634938331656741,True
0080,CD_Comp,27.253817528725445,27.48418580461215,-0.23036827588670405,False
0080,chamferL2_old,26.67386402163372,26.457301242994234,0.21656277863948503,True
0080,chamfer-L1,53.34772804326744,52.91460248598847,0.43312555727897006,True
0080,chamfer-L2,2288.588814506137,2272.3524475238614,16.23636698227574,True
0080,P_5,0.11336124764429457,0.12058773326273474,0.007226485618440165,True
0080,R_5,0.1346827567376795,0.13270108024430793,-0.0019816764933715536,False
0080,F_5,0.1231056189243324,0.12635475089966752,0.0032491319753351205,True
0080,P_10,0.22319721042676152,0.23434087275184712,0.011143662325085596,True
0080,R_10,0.26665738699563923,0.2635485599282116,-0.0031088270674276552,False
0080,F_10,0.24299939300475526,0.24808801108159445,0.005088618076839191,True
0080,P_20,0.43708307062065216,0.45025063660653014,0.013167565985877983,True
0080,R_20,0.4754133331576236,0.4740316779965135,-0.0013816551611100514,False
0080,F_20,0.45544315267465896,0.46183522375683694,0.006392071082177986,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.274008899551077,0.35816578368664764,True
0090,CD_Comp,30.310992933854813,30.44469741117781,-0.13370447732299695,False
0090,chamferL2_old,28.97158380854627,28.859353155364445,0.11223065318182535,True
0090,chamfer-L1,57.94316761709254,57.71870631072889,0.2244613063636507,True
0090,chamfer-L2,2638.230044731804,2624.9084472730474,13.321597458756514,True
0090,P_5,0.1083400673861831,0.11129848518051827,0.002958417794335172,True
0090,R_5,0.12571098793544921,0.12164690510164738,-0.00406408283380183,False
0090,F_5,0.11638090574207656,0.11624283484048983,-0.00013807090158672597,False
0090,P_10,0.2086814496247192,0.2146633430121076,0.005981893387388387,True
0090,R_10,0.2373583379194664,0.23410451769807974,-0.0032538202213866496,False
0090,F_10,0.2220980433618444,0.22396282257726355,0.0018647792154191378,True
0090,P_20,0.4077138004711554,0.4165650851914754,0.008851284720319985,True
0090,R_20,0.4170908153210897,0.4162719022181505,-0.0008189131029391894,False
0090,F_20,0.41234900532857366,0.41641844210032297,0.004069436771749313,True
