method,sequence,frame,pred_file,gt_file,N_Acc,N_Comp,normals,CD_Acc,CD_Comp,chamferL2_old,chamfer-L1,chamfer-L2,P_5,R_5,F_5,P_10,R_10,F_10,P_20,R_20,F_20
igr100_50k_res64_sigma18_lam01,OrangeKettlebell,0000,/gpfs/home2/xzhou/code/PointCloudEnhancement/results/method_outputs/igr_sweep/OrangeKettlebell/15fps/frame_0000_igr100_50k_res64_sigma18_lam01.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/OrangeKettlebell/he/15fps/OrangeKettlebell_UVG-CWI-DQPC_HE_15_0_169_0000.ply,nan,nan,nan,645.2074714652817,74.56685048657386,359.8871609759278,719.7743219518557,609782.0088504129,0.0128,0.030626122223781707,0.01805431129421566,0.025075,0.08781163227710287,0.039010406014122326,0.0493,0.19091828648940462,0.07836432156336105
igr300_100k_res96_sigma08_lam01,OrangeKettlebell,0000,/gpfs/home2/xzhou/code/PointCloudEnhancement/results/method_outputs/igr_sweep/OrangeKettlebell/15fps/frame_0000_igr300_100k_res96_sigma08_lam01.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/OrangeKettlebell/he/15fps/OrangeKettlebell_UVG-CWI-DQPC_HE_15_0_169_0000.ply,nan,nan,nan,72.46105286532003,43.43745091459547,57.94925188995775,115.8985037799155,13421.17887307732,0.06185,0.063125678944013,0.06248132877815811,0.125555,0.14000469018593992,0.132386725289427,0.250945,0.29018391600607346,0.26914179097879437
igr300_200k_res128_sigma05_lam005,OrangeKettlebell,0000,/gpfs/home2/xzhou/code/PointCloudEnhancement/results/method_outputs/igr_sweep/OrangeKettlebell/15fps/frame_0000_igr300_200k_res128_sigma05_lam005.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/OrangeKettlebell/he/15fps/OrangeKettlebell_UVG-CWI-DQPC_HE_15_0_169_0000.ply,nan,nan,nan,484.3223228768555,33.56300308033432,258.9426629785949,517.8853259571898,392745.5276610052,0.0276,0.0623169958523093,0.038256373430197596,0.054635,0.1781874675239822,0.08362828889930884,0.101455,0.3587547864315473,0.15817771777361572
igr500_200k_res128_sigma08_lam01,OrangeKettlebell,0000,/gpfs/home2/xzhou/code/PointCloudEnhancement/results/method_outputs/igr_sweep/OrangeKettlebell/15fps/frame_0000_igr500_200k_res128_sigma08_lam01.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/OrangeKettlebell/he/15fps/OrangeKettlebell_UVG-CWI-DQPC_HE_15_0_169_0000.ply,nan,nan,nan,469.85589173174225,33.46430694507536,251.6600993384088,503.3201986768176,367094.1203425339,0.03274,0.07559602979720005,0.04569142916153452,0.0606,0.20397029079592807,0.0934390598811972,0.108605,0.4000037838273061,0.17082839433349262
