frame,metric,baseline,spu_pointnet_4x_selected10,delta_for_better,spu_pointnet_4x_selected10_improved
0060,R_5,0.1317061193835844,0.1477367214596233,0.016030602076038902,True
0060,F_5,0.12052921544569437,0.1268051897615931,0.006275974315898741,True
0060,P_10,0.21556250083387812,0.21518392016117197,-0.00037858067270615803,False
0060,R_10,0.24738865173013558,0.25980609606889593,0.012417444338760353,True
0060,F_10,0.23038161218313652,0.23539902871051588,0.005017416527379359,True
0060,P_20,0.41687402436258353,0.41648043388347056,-0.00039359047911297074,False
0060,R_20,0.4326343741037772,0.444880156311575,0.012245782207797817,True
0060,F_20,0.4246080037250411,0.43021211473080156,0.00560411100576047,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.43362426367439,-0.035745826989654006,False
0070,CD_Comp,27.06073662518216,26.3374491263462,0.7232874988359583,True
0070,chamferL2_old,25.229307530933447,24.885536695010295,0.34377083592315216,True
0070,chamfer-L1,50.458615061866894,49.77107339002059,0.6875416718463043,True
0070,chamfer-L2,2160.3062330937587,2120.732120481958,39.5741126118005,True
0070,P_5,0.12388456125745773,0.12403867118590316,0.00015410992844543114,True
0070,R_5,0.14683563383478315,0.16489241900023044,0.018056785165447287,True
0070,F_5,0.13438722640093273,0.1415772634799641,0.007190037079031375,True
0070,P_10,0.2449921706209986,0.24444956492438208,-0.000542605696616516,False
0070,R_10,0.2857228864521919,0.3023295500811687,0.01660666362897678,True
0070,F_10,0.2637945512006304,0.2703260784946975,0.006531527294067085,True
0070,P_20,0.4868030366097798,0.4857287268835107,-0.001074309726269096,False
0070,R_20,0.5030254178411727,0.5171788292650812,0.014153411423908469,True
0070,F_20,0.4947812922448575,0.5009606573804957,0.00617936513563816,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,26.16017034256107,-0.06625982801907426,False
0080,CD_Comp,27.253817528725445,26.57388097680883,0.6799365519166152,True
0080,chamferL2_old,26.67386402163372,26.36702565968495,0.30683836194877046,True
0080,chamfer-L1,53.34772804326744,52.7340513193699,0.6136767238975409,True
0080,chamfer-L2,2288.588814506137,2255.5142748264457,33.0745396796915,True
0080,P_5,0.11336124764429457,0.11317444586493143,-0.0001868017793631438,False
0080,R_5,0.1346827567376795,0.15178151151839167,0.017098754780712183,True
0080,F_5,0.1231056189243324,0.12966523665504032,0.0065596177307079145,True
0080,P_10,0.22319721042676152,0.2222187871208664,-0.0009784233058951208,False
0080,R_10,0.26665738699563923,0.2837100179676944,0.01705263097205517,True
0080,F_10,0.24299939300475526,0.24922754131694227,0.006228148312187015,True
0080,P_20,0.43708307062065216,0.43537093869418153,-0.001712131926470628,False
0080,R_20,0.4754133331576236,0.48883824421485955,0.013424911057235978,True
0080,F_20,0.45544315267465896,0.46055799745150316,0.005114844776844207,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.65794717689518,-0.025772493657456153,False
0090,CD_Comp,30.310992933854813,29.5614042238683,0.7495887099865115,True
0090,chamferL2_old,28.97158380854627,28.609675700381743,0.3619081081645277,True
0090,chamfer-L1,57.94316761709254,57.219351400763486,0.7238162163290554,True
0090,chamfer-L2,2638.230044731804,2591.265932865717,46.96411186608702,True
0090,P_5,0.1083400673861831,0.10807170396647127,-0.0002683634197118284,False
0090,R_5,0.12571098793544921,0.14115252544891926,0.01544153751347005,True
0090,F_5,0.11638090574207656,0.1224166204082032,0.0060357146661266375,True
0090,P_10,0.2086814496247192,0.20848413616939682,-0.00019731345532239541,False
0090,R_10,0.2373583379194664,0.25083497829962664,0.013476640380160249,True
0090,F_10,0.2220980433618444,0.2277071087377699,0.005609065375925482,True
0090,P_20,0.4077138004711554,0.407261391962965,-0.0004524085081903939,False
0090,R_20,0.4170908153210897,0.4303297731758999,0.013238957854810163,True
0090,F_20,0.41234900532857366,0.4184779155297514,0.0061289102011777286,True
