frame,metric,baseline,sal,delta_for_better,sal_improved
0060,P_10,0.21556250083387812,0.230775,0.015212499166121884,True
0060,R_10,0.24738865173013558,0.07916595312715996,-0.16822269860297562,False
0060,F_10,0.23038161218313652,0.11789034426454044,-0.11249126791859608,False
0060,P_20,0.41687402436258353,0.41334,-0.0035340243625835432,False
0060,R_20,0.4326343741037772,0.14962830609503727,-0.28300606800873995,False
0060,F_20,0.4246080037250411,0.21971881319685507,-0.20488919052818602,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,99.06025054466056,-75.66237210797583,False
0070,CD_Comp,27.06073662518216,463.5730882500764,-436.5123516248942,False
0070,chamferL2_old,25.229307530933447,281.3166693973685,-256.08736186643506,False
0070,chamfer-L1,50.458615061866894,562.633338794737,-512.1747237328701,False
0070,chamfer-L2,2160.3062330937587,325722.8571310683,-323562.5508979745,False
0070,P_5,0.12388456125745773,0.0,-0.12388456125745773,False
0070,R_5,0.14683563383478315,0.0,-0.14683563383478315,False
0070,F_5,0.13438722640093273,0,-0.13438722640093273,False
0070,P_10,0.2449921706209986,0.0,-0.2449921706209986,False
0070,R_10,0.2857228864521919,0.0,-0.2857228864521919,False
0070,F_10,0.2637945512006304,0,-0.2637945512006304,False
0070,P_20,0.4868030366097798,0.0,-0.4868030366097798,False
0070,R_20,0.5030254178411727,0.0,-0.5030254178411727,False
0070,F_20,0.4947812922448575,0,-0.4947812922448575,False
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,46.4958141136994,-20.401903599157407,False
0080,CD_Comp,27.253817528725445,38.35610610599636,-11.102288577270915,False
0080,chamferL2_old,26.67386402163372,42.42596010984788,-15.75209608821416,False
0080,chamfer-L1,53.34772804326744,84.85192021969576,-31.50419217642832,False
0080,chamfer-L2,2288.588814506137,6184.194912661344,-3895.6060981552064,False
0080,P_5,0.11336124764429457,0.07669,-0.03667124764429458,False
0080,R_5,0.1346827567376795,0.06689805444009608,-0.0677847022975834,False
0080,F_5,0.1231056189243324,0.07146014778201956,-0.05164547114231284,False
0080,P_10,0.22319721042676152,0.15141,-0.07178721042676153,False
0080,R_10,0.26665738699563923,0.14618652880040622,-0.12047085819523301,False
0080,F_10,0.24299939300475526,0.14875242271736666,-0.0942469702873886,False
0080,P_20,0.43708307062065216,0.292805,-0.14427807062065218,False
0080,R_20,0.4754133331576236,0.29717446371806494,-0.17823886943955863,False
0080,F_20,0.45544315267465896,0.29497355145415605,-0.1604696012205029,False
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,61.25624132796164,-33.62406664472391,False
0090,CD_Comp,30.310992933854813,119.44882048069407,-89.13782754683925,False
0090,chamferL2_old,28.97158380854627,90.35253090432785,-61.38094709578158,False
0090,chamfer-L1,57.94316761709254,180.7050618086557,-122.76189419156316,False
0090,chamfer-L2,2638.230044731804,24193.94998707001,-21555.719942338204,False
0090,P_5,0.1083400673861831,0.025695,-0.0826450673861831,False
0090,R_5,0.12571098793544921,0.006928219053488042,-0.11878276888196117,False
0090,F_5,0.11638090574207656,0.010913735293105077,-0.10546717044897148,False
0090,P_10,0.2086814496247192,0.051435,-0.1572464496247192,False
0090,R_10,0.2373583379194664,0.01439441623194519,-0.22296392168752122,False
0090,F_10,0.2220980433618444,0.02249379810027289,-0.19960424526157153,False
0090,P_20,0.4077138004711554,0.115295,-0.2924188004711554,False
0090,R_20,0.4170908153210897,0.033799526117890534,-0.38329128920319916,False
0090,F_20,0.41234900532857366,0.05227443911228315,-0.3600745662162905,False
