method,metric,mean,std,count
cg_baseline,N_Acc,nan,nan,10
cg_baseline,N_Comp,nan,nan,10
cg_baseline,normals,nan,nan,10
cg_baseline,CD_Acc,25.517652660152855,1.6601191487296783,10
cg_baseline,CD_Comp,27.60646585734178,1.209840741165726,10
cg_baseline,chamferL2_old,26.562059258747315,1.2942815790551234,10
cg_baseline,chamfer-L1,53.12411851749463,2.588563158110247,10
cg_baseline,chamfer-L2,2293.1285398956,174.729241310117,10
cg_baseline,P_5,0.11869803464630327,0.007951993462690633,10
cg_baseline,R_5,0.1380809290182819,0.006648569006135304,10
cg_baseline,F_5,0.1276306912573984,0.007273118979874412,10
cg_baseline,P_10,0.22954935980074306,0.016158461774754173,10
cg_baseline,R_10,0.2648255909738189,0.01472348139036174,10
cg_baseline,F_10,0.2458615939694805,0.01515148797236062,10
cg_baseline,P_20,0.4427644995010864,0.030614343906213,10
cg_baseline,R_20,0.46881739359951063,0.02723640298192134,10
cg_baseline,F_20,0.45518571191709434,0.027335640626944047,10
points2surf,N_Acc,nan,nan,10
points2surf,N_Comp,nan,nan,10
points2surf,normals,nan,nan,10
points2surf,CD_Acc,31.300736439211715,1.0731546350613244,10
points2surf,CD_Comp,47.176793466162515,1.8469841966534557,10
points2surf,chamferL2_old,39.23876495268712,1.2163587033078112,10
points2surf,chamfer-L1,78.47752990537424,2.4327174066156223,10
points2surf,chamfer-L2,5283.7660150544925,290.07412948515446,10
points2surf,P_5,0.116339,0.007853557728825834,10
points2surf,R_5,0.06477019698677824,0.0045450613336889805,10
points2surf,F_5,0.08306729410283345,0.004588533356907297,10
points2surf,P_10,0.223414,0.012433983030388935,10
points2surf,R_10,0.13113433501108912,0.008628268080507897,10
points2surf,F_10,0.16499823196030547,0.007784824952352971,10
points2surf,P_20,0.4198155,0.018312292517595936,10
points2surf,R_20,0.25739621139595337,0.020664907809833283,10
points2surf,F_20,0.3186359202212254,0.017718096596039994,10
