frame,metric,baseline,points2surf,delta_for_better,points2surf_improved
0060,P_10,0.21556250083387812,0.23398,0.01841749916612187,True
0060,R_10,0.24738865173013558,0.1338341520984251,-0.11355449963171046,False
0060,F_10,0.23038161218313652,0.17027357283202038,-0.06010803935111614,False
0060,P_20,0.41687402436258353,0.43088,0.014005975637416457,True
0060,R_20,0.4326343741037772,0.257404889482187,-0.17522948462159021,False
0060,F_20,0.4246080037250411,0.32228113815930326,-0.10232686556573783,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,29.85092332637188,-6.4530448896871455,False
0070,CD_Comp,27.06073662518216,44.49866488415941,-17.43792825897725,False
0070,chamferL2_old,25.229307530933447,37.17479410526565,-11.9454865743322,False
0070,chamfer-L1,50.458615061866894,74.3495882105313,-23.8909731486644,False
0070,chamfer-L2,2160.3062330937587,4848.838452787919,-2688.53221969416,False
0070,P_5,0.12388456125745773,0.11401,-0.009874561257457726,False
0070,R_5,0.14683563383478315,0.07518975455350291,-0.07164587928128024,False
0070,F_5,0.13438722640093273,0.09061728369442174,-0.043769942706510995,False
0070,P_10,0.2449921706209986,0.22136,-0.023632170620998594,False
0070,R_10,0.2857228864521919,0.15232686467091597,-0.13339602178127594,False
0070,F_10,0.2637945512006304,0.18046700567464882,-0.08332754552598157,False
0070,P_20,0.4868030366097798,0.43741,-0.049393036609779783,False
0070,R_20,0.5030254178411727,0.3060089952580852,-0.1970164225830875,False
0070,F_20,0.4947812922448575,0.3600967838314953,-0.13468450841336221,False
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,31.573875337477723,-5.479964822935727,False
0080,CD_Comp,27.253817528725445,48.36208634603085,-21.108268817305404,False
0080,chamferL2_old,26.67386402163372,39.96798084175428,-13.294116820120564,False
0080,chamfer-L1,53.34772804326744,79.93596168350857,-26.58823364024113,False
0080,chamfer-L2,2288.588814506137,5407.0200878693,-3118.431273363163,False
0080,P_5,0.11336124764429457,0.11535,0.00198875235570542,True
0080,R_5,0.1346827567376795,0.06033858993751459,-0.0743441668001649,False
0080,F_5,0.1231056189243324,0.07923174011206673,-0.043873878812265676,False
0080,P_10,0.22319721042676152,0.22851,0.005312789573238469,True
0080,R_10,0.26665738699563923,0.12482708719500117,-0.14183029980063805,False
0080,F_10,0.24299939300475526,0.161456233883468,-0.08154315912128726,False
0080,P_20,0.43708307062065216,0.419875,-0.01720807062065216,False
0080,R_20,0.4754133331576236,0.23760556483751447,-0.2378077683201091,False
0080,F_20,0.45544315267465896,0.3034755455039392,-0.15196760717071978,False
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,31.9105916292978,-4.2784169460600765,False
0090,CD_Comp,30.310992933854813,50.70422913674505,-20.393236202890236,False
0090,chamferL2_old,28.97158380854627,41.30741038302143,-12.335826574475156,False
0090,chamfer-L1,57.94316761709254,82.61482076604285,-24.671653148950313,False
0090,chamfer-L2,2638.230044731804,5741.158371355752,-3102.928326623948,False
0090,P_5,0.1083400673861831,0.118105,0.009764932613816904,True
0090,R_5,0.12571098793544921,0.057842122780943216,-0.06786886515450599,False
0090,F_5,0.11638090574207656,0.07765337452603358,-0.038727531216042985,False
0090,P_10,0.2086814496247192,0.2273,0.01861855037528079,True
0090,R_10,0.2373583379194664,0.11882437362210044,-0.11853396429736596,False
0090,F_10,0.2220980433618444,0.156064017345347,-0.06603402601649741,False
0090,P_20,0.4077138004711554,0.419845,0.012131199528844616,True
0090,R_20,0.4170908153210897,0.23415024171942092,-0.1829405736016688,False
0090,F_20,0.41234900532857366,0.30063462839953253,-0.11171437692904113,False
