frame,metric,baseline,neuralpoints_16x_2048_selected10,delta_for_better,neuralpoints_16x_2048_selected10_improved
0060,R_5,0.1317061193835844,0.06610023665440411,-0.06560588272918029,False
0060,F_5,0.12052921544569437,0.08475326550311447,-0.03577594994257989,False
0060,P_10,0.21556250083387812,0.228790283203125,0.013227782369246877,True
0060,R_10,0.24738865173013558,0.2407470603891696,-0.00664159134096598,False
0060,F_10,0.23038161218313652,0.2346164320194525,0.0042348198363159895,True
0060,P_20,0.41687402436258353,0.44207763671875,0.02520361235616647,True
0060,R_20,0.4326343741037772,0.45297881251895605,0.020344438415178856,True
0060,F_20,0.4246080037250411,0.4474618401835874,0.02285383645854633,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.942388192574075,-0.5445097558893401,False
0070,CD_Comp,27.06073662518216,27.126801276866903,-0.06606465168474429,False
0070,chamferL2_old,25.229307530933447,25.53459473472049,-0.3052872037870422,False
0070,chamfer-L1,50.458615061866894,51.06918946944098,-0.6105744075740844,False
0070,chamfer-L2,2160.3062330937587,2627.891170651862,-467.5849375581033,False
0070,P_5,0.12388456125745773,0.14093017578125,0.017045614523792274,True
0070,R_5,0.14683563383478315,0.08116392610443994,-0.06567170773034321,False
0070,F_5,0.13438722640093273,0.1030054042487124,-0.03138182215222032,False
0070,P_10,0.2449921706209986,0.271636962890625,0.026644792269626405,True
0070,R_10,0.2857228864521919,0.2732660479250441,-0.012456838527147795,False
0070,F_10,0.2637945512006304,0.272449070187257,0.008654518986626614,True
0070,P_20,0.4868030366097798,0.5107421875,0.023939150890220195,True
0070,R_20,0.5030254178411727,0.50941496171991,0.006389543878737247,True
0070,F_20,0.4947812922448575,0.5100777112487206,0.015296419003863082,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,24.767060750522752,1.3268497640192436,True
0080,CD_Comp,27.253817528725445,27.305989675381518,-0.052172146656072727,False
0080,chamferL2_old,26.67386402163372,26.036525212952135,0.6373388086815837,True
0080,chamfer-L1,53.34772804326744,52.07305042590427,1.2746776173631673,True
0080,chamfer-L2,2288.588814506137,2241.9246801908675,46.66413431526962,True
0080,P_5,0.11336124764429457,0.12811279296875,0.014751545324455426,True
0080,R_5,0.1346827567376795,0.07206021463220175,-0.06262254210547774,False
0080,F_5,0.1231056189243324,0.09223856372146609,-0.03086705520286631,False
0080,P_10,0.22319721042676152,0.249908447265625,0.026711236838863478,True
0080,R_10,0.26665738699563923,0.26307949726695845,-0.003577889728680783,False
0080,F_10,0.24299939300475526,0.2563248878267971,0.013325494822041817,True
0080,P_20,0.43708307062065216,0.4796142578125,0.04253118719184784,True
0080,R_20,0.4754133331576236,0.49780932499865127,0.022395991841027696,True
0080,F_20,0.45544315267465896,0.48854243777234513,0.03309928509768617,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.09411167074345,0.5380630124942734,True
0090,CD_Comp,30.310992933854813,28.89070974084156,1.4202831930132511,True
0090,chamferL2_old,28.97158380854627,27.99241070579251,0.9791731027537622,True
0090,chamfer-L1,57.94316761709254,55.98482141158502,1.9583462055075245,True
0090,chamfer-L2,2638.230044731804,2698.8800888327933,-60.65004410098936,False
0090,P_5,0.1083400673861831,0.11529541015625,0.006955342770066902,True
0090,R_5,0.12571098793544921,0.06269257639618916,-0.06301841153926005,False
0090,F_5,0.11638090574207656,0.08122083348834434,-0.035160072253732216,False
0090,P_10,0.2086814496247192,0.225341796875,0.016660347250280788,True
0090,R_10,0.2373583379194664,0.2239471941104165,-0.013411143809049897,False
0090,F_10,0.2220980433618444,0.22464233105410633,0.0025442876922619206,True
0090,P_20,0.4077138004711554,0.445159912109375,0.03744611163821959,True
0090,R_20,0.4170908153210897,0.44842289199903773,0.03133207667794802,True
0090,F_20,0.41234900532857366,0.44678544455496205,0.03443643922638839,True
