frame,metric,baseline,pudm_pu1k_4x_selected10,delta_for_better,pudm_pu1k_4x_selected10_improved
0060,chamfer-L2,2529.5578434992453,2583.686277242902,-54.12843374365684,False
0060,P_5,0.1111009192672546,0.11104504943229576,-5.586983495883824e-05,False
0060,R_5,0.1317061193835844,0.1308189232740425,-0.0008871961095419101,False
0060,F_5,0.12052921544569437,0.12012366818503901,-0.00040554726065535063,False
0060,P_10,0.21556250083387812,0.21554665714933757,-1.584368454055074e-05,False
0060,R_10,0.24738865173013558,0.24284950884410728,-0.004539142886028302,False
0060,F_10,0.23038161218313652,0.22838498096187987,-0.0019966312212566506,False
0060,P_20,0.41687402436258353,0.41709833758055265,0.00022431321796911874,True
0060,R_20,0.4326343741037772,0.4244210013761856,-0.008213372727591595,False
0060,F_20,0.4246080037250411,0.42072780960148837,-0.003880194123552727,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.38434779029628,0.013530646388453249,True
0070,CD_Comp,27.06073662518216,27.505835008375975,-0.445098383193816,False
0070,chamferL2_old,25.229307530933447,25.44509139933613,-0.21578386840268138,False
0070,chamfer-L1,50.458615061866894,50.89018279867226,-0.43156773680536276,False
0070,chamfer-L2,2160.3062330937587,2201.669515716221,-41.36328262246252,False
0070,P_5,0.12388456125745773,0.12336772313730154,-0.0005168381201561822,False
0070,R_5,0.14683563383478315,0.14695517790409793,0.00011954406931477535,True
0070,F_5,0.13438722640093273,0.13413237007610498,-0.0002548563248277458,False
0070,P_10,0.2449921706209986,0.24489901092148816,-9.315969951043113e-05,False
0070,R_10,0.2857228864521919,0.2805846571250864,-0.0051382293271055035,False
0070,F_10,0.2637945512006304,0.2615301261982826,-0.002264425002347803,False
0070,P_20,0.4868030366097798,0.4874189807932449,0.0006159441834651114,True
0070,R_20,0.5030254178411727,0.4948461779682013,-0.008179239872971422,False
0070,F_20,0.4947812922448575,0.49110449976424503,-0.0036767924806124785,False
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,26.063556476679192,0.03035403786280355,True
0080,CD_Comp,27.253817528725445,27.682554345270432,-0.42873681654498697,False
0080,chamferL2_old,26.67386402163372,26.873055410974814,-0.19919138934109526,False
0080,chamfer-L1,53.34772804326744,53.74611082194963,-0.3983827786821905,False
0080,chamfer-L2,2288.588814506137,2336.5429800936563,-47.95416558751913,False
0080,P_5,0.11336124764429457,0.11356851488666488,0.00020726724237030147,True
0080,R_5,0.1346827567376795,0.13546397874680788,0.0007812220091283906,True
0080,F_5,0.1231056189243324,0.12355369905709257,0.00044808013276016745,True
0080,P_10,0.22319721042676152,0.2232930062110503,9.579578428878244e-05,True
0080,R_10,0.26665738699563923,0.2634859633307485,-0.00317142366489076,False
0080,F_10,0.24299939300475526,0.2417301343232552,-0.0012692586815000462,False
0080,P_20,0.43708307062065216,0.4374923798807952,0.0004093092601430426,True
0080,R_20,0.4754133331576236,0.4714075627397048,-0.004005770417918775,False
0080,F_20,0.45544315267465896,0.4538172065941268,-0.0016259460805321813,False
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.633769767705235,-0.0015950844675103326,False
0090,CD_Comp,30.310992933854813,31.00540851002662,-0.6944155761718065,False
0090,chamferL2_old,28.97158380854627,29.31958913886593,-0.3480053303196584,False
0090,chamfer-L1,57.94316761709254,58.63917827773186,-0.6960106606393168,False
0090,chamfer-L2,2638.230044731804,2706.5434098495116,-68.31336511770769,False
0090,P_5,0.1083400673861831,0.10832251890100257,-1.7548485180526874e-05,False
0090,R_5,0.12571098793544921,0.12436892611986779,-0.0013420618155814273,False
0090,F_5,0.11638090574207656,0.11579244221125926,-0.0005884635308173042,False
0090,P_10,0.2086814496247192,0.2087148345477456,3.338492302637497e-05,True
0090,R_10,0.2373583379194664,0.23256596616916733,-0.004792371750299063,False
0090,F_10,0.2220980433618444,0.21999582611151644,-0.00210221725032797,False
0090,P_20,0.4077138004711554,0.4076286261162549,-8.517435490051906e-05,False
0090,R_20,0.4170908153210897,0.4075427334231886,-0.009548081897901128,False
0090,F_20,0.41234900532857366,0.407585675244566,-0.004763330084007644,False
