frame,metric,baseline,pointr_shapenet55,delta_for_better,pointr_shapenet55_improved
0060,R_5,0.1317061193835844,0.008077198441010743,-0.12362892094257366,False
0060,F_5,0.12052921544569437,0.014960307883015752,-0.10556890756267862,False
0060,P_10,0.21556250083387812,0.1700439453125,-0.04551855552137812,False
0060,R_10,0.24738865173013558,0.05638894677442317,-0.19099970495571242,False
0060,F_10,0.23038161218313652,0.08469263359369726,-0.14568897858943924,False
0060,P_20,0.41687402436258353,0.3758544921875,-0.04101953217508353,False
0060,R_20,0.4326343741037772,0.25911201985668686,-0.17352235424709034,False
0060,F_20,0.4246080037250411,0.3067513476557493,-0.1178566560692918,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,22.803703860608394,0.594174576076341,True
0070,CD_Comp,27.06073662518216,38.134792481878236,-11.074055856696077,False
0070,chamferL2_old,25.229307530933447,30.469248171243315,-5.239940640309868,False
0070,chamfer-L1,50.458615061866894,60.93849634248663,-10.479881280619736,False
0070,chamfer-L2,2160.3062330937587,3110.4530747525896,-950.1468416588309,False
0070,P_5,0.12388456125745773,0.088134765625,-0.035749795632457726,False
0070,R_5,0.14683563383478315,0.012026306625340225,-0.13480932720944294,False
0070,F_5,0.13438722640093273,0.021164623979055795,-0.11322260242187693,False
0070,P_10,0.2449921706209986,0.249267578125,0.004275407504001405,True
0070,R_10,0.2857228864521919,0.07421434424880413,-0.21150854220338777,False
0070,F_10,0.2637945512006304,0.11437566413159483,-0.14941888706903556,False
0070,P_20,0.4868030366097798,0.5618896484375,0.0750866118277202,True
0070,R_20,0.5030254178411727,0.3111294662270679,-0.19189595161410483,False
0070,F_20,0.4947812922448575,0.4004962170021761,-0.09428507524268143,False
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,24.12032757086844,1.9735829436735557,True
0080,CD_Comp,27.253817528725445,38.387239919426705,-11.13342239070126,False
0080,chamferL2_old,26.67386402163372,31.253783745147572,-4.579919723513854,False
0080,chamfer-L1,53.34772804326744,62.507567490295145,-9.159839447027707,False
0080,chamfer-L2,2288.588814506137,3029.0035824644315,-740.4147679582943,False
0080,P_5,0.11336124764429457,0.0916748046875,-0.021686442956794574,False
0080,R_5,0.1346827567376795,0.009466499907134654,-0.12521625683054483,False
0080,F_5,0.1231056189243324,0.017160932094736764,-0.10594468682959564,False
0080,P_10,0.22319721042676152,0.197998046875,-0.025199163551761522,False
0080,R_10,0.26665738699563923,0.06076399970843164,-0.2058933872872076,False
0080,F_10,0.24299939300475526,0.09299009202807007,-0.1500093009766852,False
0080,P_20,0.43708307062065216,0.471923828125,0.03484075750434784,True
0080,R_20,0.4754133331576236,0.26236828461025585,-0.21304504854736772,False
0080,F_20,0.45544315267465896,0.3372441106323123,-0.11819904204234666,False
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,29.383923921657633,-1.751749238419908,False
0090,CD_Comp,30.310992933854813,42.25936164100126,-11.94836870714645,False
0090,chamferL2_old,28.97158380854627,35.821642781329444,-6.850058972783174,False
0090,chamfer-L1,57.94316761709254,71.64328556265889,-13.700117945566348,False
0090,chamfer-L2,2638.230044731804,3850.82009951597,-1212.590054784166,False
0090,P_5,0.1083400673861831,0.1016845703125,-0.006655497073683098,False
0090,R_5,0.12571098793544921,0.009331407706680814,-0.1163795802287684,False
0090,F_5,0.11638090574207656,0.017094119242919252,-0.09928678649915731,False
0090,P_10,0.2086814496247192,0.1884765625,-0.020204887124719212,False
0090,R_10,0.2373583379194664,0.05685637878932678,-0.1805019591301396,False
0090,F_10,0.2220980433618444,0.08735960832730151,-0.1347384350345429,False
0090,P_20,0.4077138004711554,0.4052734375,-0.0024403629711554076,False
0090,R_20,0.4170908153210897,0.23972610075432277,-0.17736471456676695,False
0090,F_20,0.41234900532857366,0.30125485414802805,-0.11109415118054561,False
