frame,metric,baseline,mag_selected10,delta_for_better,mag_selected10_improved
0060,R_5,0.1317061193835844,0.12655006571440952,-0.005156053669174876,False
0060,F_5,0.12052921544569437,0.1202660114266779,-0.00026320401901647195,False
0060,P_10,0.21556250083387812,0.222438659924484,0.006876159090605877,True
0060,R_10,0.24738865173013558,0.24337068497729397,-0.004017966752841606,False
0060,F_10,0.23038161218313652,0.23243436235770715,0.002052750174570628,True
0060,P_20,0.41687402436258353,0.42625015009806405,0.009376125735480523,True
0060,R_20,0.4326343741037772,0.4302653541666237,-0.0023690199371534937,False
0060,F_20,0.4246080037250411,0.42824834082359825,0.003640337098557156,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,22.91783477765846,0.48004365902627555,True
0070,CD_Comp,27.06073662518216,27.337753898789206,-0.2770172736070471,False
0070,chamferL2_old,25.229307530933447,25.127794338223833,0.10151319270961423,True
0070,chamfer-L1,50.458615061866894,50.255588676447665,0.20302638541922846,True
0070,chamfer-L2,2160.3062330937587,2164.8686837301652,-4.562450636406538,False
0070,P_5,0.12388456125745773,0.1312441775187806,0.0073596162613228655,True
0070,R_5,0.14683563383478315,0.14370150019144376,-0.003134133643339393,False
0070,F_5,0.13438722640093273,0.1371906287664444,0.002803402365511659,True
0070,P_10,0.2449921706209986,0.2574537670214664,0.01246159640046779,True
0070,R_10,0.2857228864521919,0.28014719513230407,-0.005575691319887832,False
0070,F_10,0.2637945512006304,0.26832150901798246,0.004526957817352073,True
0070,P_20,0.4868030366097798,0.5011357554855206,0.01433271887574078,True
0070,R_20,0.5030254178411727,0.5005435790108335,-0.002481838830339256,False
0070,F_20,0.4947812922448575,0.5008394922056434,0.006058199960785882,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.429154979833605,0.6647555347083909,True
0080,CD_Comp,27.253817528725445,27.481508740864655,-0.2276912121392094,False
0080,chamferL2_old,26.67386402163372,26.45533186034913,0.21853216128458897,True
0080,chamfer-L1,53.34772804326744,52.91066372069826,0.43706432256917793,True
0080,chamfer-L2,2288.588814506137,2272.168492720093,16.420321786044042,True
0080,P_5,0.11336124764429457,0.1205616071397469,0.0072003594954523215,True
0080,R_5,0.1346827567376795,0.13276120592345012,-0.0019215508142293725,False
0080,F_5,0.1231056189243324,0.1263676504961991,0.0032620315718667053,True
0080,P_10,0.22319721042676152,0.23427991179820878,0.011082701371447262,True
0080,R_10,0.26665738699563923,0.26359962557351047,-0.0030577614221287686,False
0080,F_10,0.24299939300475526,0.24807646185023063,0.005077068845475374,True
0080,P_20,0.43708307062065216,0.45036907503074175,0.013286004410089591,True
0080,R_20,0.4754133331576236,0.4740592699177637,-0.0013540632398598706,False
0080,F_20,0.45544315267465896,0.46191061983177273,0.006467467157113771,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.27250239773815,0.359672285499574,True
0090,CD_Comp,30.310992933854813,30.441001430534815,-0.13000849668000214,False
0090,chamferL2_old,28.97158380854627,28.85675191413648,0.11483189440978947,True
0090,chamfer-L1,57.94316761709254,57.71350382827296,0.22966378881957894,True
0090,chamfer-L2,2638.230044731804,2624.547034272501,13.68301045930275,True
0090,P_5,0.1083400673861831,0.11126766832849394,0.002927600942310843,True
0090,R_5,0.12571098793544921,0.12160736000210907,-0.00410362793334014,False
0090,F_5,0.11638090574207656,0.11620797211291439,-0.00017293362916216692,False
0090,P_10,0.2086814496247192,0.21480373089355176,0.006122281268832547,True
0090,R_10,0.2373583379194664,0.23417248583791123,-0.0031858520815551683,False
0090,F_10,0.2220980433618444,0.22407032602658475,0.001972282664740338,True
0090,P_20,0.4077138004711554,0.4163630636059826,0.008649263134827168,True
0090,R_20,0.4170908153210897,0.41632833637061667,-0.0007624789504730445,False
0090,F_20,0.41234900532857366,0.41634569926415327,0.003996693935579609,True
