frame,metric,baseline,repkpu_pu1k_4x_selected10,delta_for_better,repkpu_pu1k_4x_selected10_improved
0060,R_5,0.1317061193835844,0.1367767546366313,0.005070635253046907,True
0060,F_5,0.12052921544569437,0.12304676062395213,0.0025175451782577657,True
0060,P_10,0.21556250083387812,0.21749668116502782,0.0019341803311496986,True
0060,R_10,0.24738865173013558,0.251713629601814,0.004324977871678404,True
0060,F_10,0.23038161218313652,0.2333575276848605,0.0029759155017239913,True
0060,P_20,0.41687402436258353,0.42133068604821816,0.004456661685634633,True
0060,R_20,0.4326343741037772,0.4395115882254634,0.0068772141216861815,True
0060,F_20,0.4246080037250411,0.4302291477249259,0.005621143999884781,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.36207161484586,0.03580682183887518,True
0070,CD_Comp,27.06073662518216,26.783850685264376,0.27688593991778276,True
0070,chamferL2_old,25.229307530933447,25.072961150055118,0.15634638087832897,True
0070,chamfer-L1,50.458615061866894,50.145922300110236,0.31269276175665794,True
0070,chamfer-L2,2160.3062330937587,2167.002129142823,-6.695896049064231,False
0070,P_5,0.12388456125745773,0.12696775088699927,0.003083189629541544,True
0070,R_5,0.14683563383478315,0.15288343760232712,0.006047803767543963,True
0070,F_5,0.13438722640093273,0.13872563003948593,0.004338403638553201,True
0070,P_10,0.2449921706209986,0.24966155279379992,0.0046693821728013285,True
0070,R_10,0.2857228864521919,0.290480393906371,0.004757507454179077,True
0070,F_10,0.2637945512006304,0.26852862156649193,0.004734070365861542,True
0070,P_20,0.4868030366097798,0.49128312620166104,0.004480089591881231,True
0070,R_20,0.5030254178411727,0.506892408605094,0.003866990763921274,True
0070,F_20,0.4947812922448575,0.4989657198833502,0.004184427638492694,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.864268471186538,0.22964204335545801,True
0080,CD_Comp,27.253817528725445,27.0163818852412,0.23743564348424684,True
0080,chamferL2_old,26.67386402163372,26.440325178213868,0.23353884341985065,True
0080,chamfer-L1,53.34772804326744,52.880650356427736,0.4670776868397013,True
0080,chamfer-L2,2288.588814506137,2264.419367485493,24.169447020644384,True
0080,P_5,0.11336124764429457,0.11636792896481334,0.0030066813205187615,True
0080,R_5,0.1346827567376795,0.14010312789432047,0.005420371156640985,True
0080,F_5,0.1231056189243324,0.1271372375051982,0.004031618580865801,True
0080,P_10,0.22319721042676152,0.22759510779638345,0.004397897369621928,True
0080,R_10,0.26665738699563923,0.27099426046856023,0.004336873472920999,True
0080,F_10,0.24299939300475526,0.24740586883420612,0.004406475829450862,True
0080,P_20,0.43708307062065216,0.4409436407274906,0.0038605701068384346,True
0080,R_20,0.4754133331576236,0.47982103962241074,0.0044077064647871644,True
0080,F_20,0.45544315267465896,0.45956158098582733,0.004118428311168376,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.328848209188365,0.30332647404936,True
0090,CD_Comp,30.310992933854813,29.78089410619753,0.5300988276572838,True
0090,chamferL2_old,28.97158380854627,28.554871157692947,0.41671265085332365,True
0090,chamfer-L1,57.94316761709254,57.109742315385894,0.8334253017066473,True
0090,chamfer-L2,2638.230044731804,2572.250862240363,65.97918249144095,True
0090,P_5,0.1083400673861831,0.1090467149235742,0.0007066475373911085,True
0090,R_5,0.12571098793544921,0.1307777038137953,0.00506671587834609,True
0090,F_5,0.11638090574207656,0.11892766434063226,0.002546758598555701,True
0090,P_10,0.2086814496247192,0.21060707486440586,0.0019256252396866458,True
0090,R_10,0.2373583379194664,0.2416996483781566,0.004341310458690212,True
0090,F_10,0.2220980433618444,0.22508467517685096,0.002986631815006552,True
0090,P_20,0.4077138004711554,0.41260939982468636,0.004895599353530955,True
0090,R_20,0.4170908153210897,0.4234003183380513,0.006309503016961593,True
0090,F_20,0.41234900532857366,0.4179352163967012,0.005586211068127567,True
