frame,metric,baseline,geometry_filter_sor,delta_for_better,geometry_filter_sor_improved
0060,P_5,0.1111009192672546,0.11130939895664882,0.0002084796893942198,True
0060,R_5,0.1317061193835844,0.1254507678372841,-0.006255351546300303,False
0060,F_5,0.12052921544569437,0.11795776084895049,-0.0025714545967438773,False
0060,P_10,0.21556250083387812,0.21584411981622945,0.00028161898235132266,True
0060,R_10,0.24738865173013558,0.23496254175495643,-0.01242610997517915,False
0060,F_10,0.23038161218313652,0.2249979307675971,-0.00538368141553941,False
0060,P_20,0.41687402436258353,0.4175333067195334,0.0006592823569498973,True
0060,R_20,0.4326343741037772,0.41331990847437344,-0.019314465629403754,False
0060,F_20,0.4246080037250411,0.41541592416668705,-0.00919207955835405,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.284783595387804,0.11309484129693104,True
0070,CD_Comp,27.06073662518216,29.524230660381896,-2.463494035199737,False
0070,chamferL2_old,25.229307530933447,26.404507127884848,-1.1751995969514013,False
0070,chamfer-L1,50.458615061866894,52.809014255769696,-2.3503991939028026,False
0070,chamfer-L2,2160.3062330937587,2351.59204028452,-191.28580719076126,False
0070,P_5,0.12388456125745773,0.12405859150786729,0.00017403025040955977,True
0070,R_5,0.14683563383478315,0.13351816463470625,-0.013317469200076898,False
0070,F_5,0.13438722640093273,0.1286146754339019,-0.005772550967030832,False
0070,P_10,0.2449921706209986,0.24539228162489096,0.0004001110038923672,True
0070,R_10,0.2857228864521919,0.2599966562311047,-0.02572623022108722,False
0070,F_10,0.2637945512006304,0.25248345544742634,-0.011311095753204048,False
0070,P_20,0.4868030366097798,0.4881107282268327,0.0013076916170529085,True
0070,R_20,0.5030254178411727,0.46560552536153416,-0.03741989247963856,False
0070,F_20,0.4947812922448575,0.47659259490558314,-0.018188697339274362,False
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,26.194535345653062,-0.10062483111106602,False
0080,CD_Comp,27.253817528725445,29.486102305819685,-2.2322847770942396,False
0080,chamferL2_old,26.67386402163372,27.840318825736375,-1.1664548041026563,False
0080,chamfer-L1,53.34772804326744,55.68063765147275,-2.3329096082053127,False
0080,chamfer-L2,2288.588814506137,2499.2923735449676,-210.70355903883046,False
0080,P_5,0.11336124764429457,0.11258822847370176,-0.0007730191705928174,False
0080,R_5,0.1346827567376795,0.11775655441971102,-0.016926202317968472,False
0080,F_5,0.1231056189243324,0.11511440968400125,-0.007991209240331157,False
0080,P_10,0.22319721042676152,0.22173427830195516,-0.0014629321248063598,False
0080,R_10,0.26665738699563923,0.2392396654870777,-0.027417721508561532,False
0080,F_10,0.24299939300475526,0.23015459022237433,-0.012844802782380926,False
0080,P_20,0.43708307062065216,0.4344862820122614,-0.002596788608390743,False
0080,R_20,0.4754133331576236,0.44242327901568496,-0.03299005414193862,False
0080,F_20,0.45544315267465896,0.43841886123322177,-0.01702429144143719,False
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.6552801157441,-0.023105432506376644,False
0090,CD_Comp,30.310992933854813,33.169152251442256,-2.858159317587443,False
0090,chamferL2_old,28.97158380854627,30.41221618359318,-1.4406323750469099,False
0090,chamfer-L1,57.94316761709254,60.82443236718636,-2.8812647500938198,False
0090,chamfer-L2,2638.230044731804,2881.6981430696806,-243.46809833787665,False
0090,P_5,0.1083400673861831,0.10839459706325047,5.4529677067371995e-05,True
0090,R_5,0.12571098793544921,0.1133057725959051,-0.012405215339544112,False
0090,F_5,0.11638090574207656,0.11079578788574403,-0.005585117856332533,False
0090,P_10,0.2086814496247192,0.20871251095105833,3.106132633912129e-05,True
0090,R_10,0.2373583379194664,0.21519495734072389,-0.02216338057874251,False
0090,F_10,0.2220980433618444,0.2119041689526141,-0.010193874409230308,False
0090,P_20,0.4077138004711554,0.4064357570491052,-0.0012780434220502346,False
0090,R_20,0.4170908153210897,0.37978454511601545,-0.037306270205074266,False
0090,F_20,0.41234900532857366,0.3926584411130095,-0.019690564215564144,False
