frame,metric,baseline,pucrn_pu1k_4x_selected10,delta_for_better,pucrn_pu1k_4x_selected10_improved
0060,R_5,0.1317061193835844,0.151116319662948,0.019410200279363604,True
0060,F_5,0.12052921544569437,0.12799496807812846,0.007465752632434097,True
0060,P_10,0.21556250083387812,0.21592565476111059,0.0003631539272324624,True
0060,R_10,0.24738865173013558,0.26472817755476374,0.017339525824628166,True
0060,F_10,0.23038161218313652,0.23784936779475274,0.0074677556116162225,True
0060,P_20,0.41687402436258353,0.4171975690784646,0.0003235447158810856,True
0060,R_20,0.4326343741037772,0.44904626418224247,0.016411890078465274,True
0060,F_20,0.4246080037250411,0.4325364351868694,0.007928431461828311,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.35340004944163,0.04447838724310671,True
0070,CD_Comp,27.06073662518216,25.890668207833116,1.170068417349043,True
0070,chamferL2_old,25.229307530933447,24.622034128637374,0.6072734022960731,True
0070,chamfer-L1,50.458615061866894,49.24406825727475,1.2145468045921461,True
0070,chamfer-L2,2160.3062330937587,2069.18438244105,91.12185065270887,True
0070,P_5,0.12388456125745773,0.12424233414600305,0.00035777288854532685,True
0070,R_5,0.14683563383478315,0.16654178065222552,0.01970614681744237,True
0070,F_5,0.13438722640093273,0.14231547397574826,0.007928247574815528,True
0070,P_10,0.2449921706209986,0.24559820419813283,0.0006060335771342351,True
0070,R_10,0.2857228864521919,0.30616318978227386,0.020440303330081955,True
0070,F_10,0.2637945512006304,0.2725566899838909,0.008762138783260487,True
0070,P_20,0.4868030366097798,0.48763255435967573,0.000829517749895925,True
0070,R_20,0.5030254178411727,0.5228996193647533,0.019874201523580548,True
0070,F_20,0.4947812922448575,0.5046506854398687,0.009869393195011178,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,26.05873061168987,0.03517990285212491,True
0080,CD_Comp,27.253817528725445,26.199828381697312,1.0539891470281333,True
0080,chamferL2_old,26.67386402163372,26.12927949669359,0.5445845249401273,True
0080,chamfer-L1,53.34772804326744,52.25855899338718,1.0891690498802546,True
0080,chamfer-L2,2288.588814506137,2219.241331363344,69.34748314279295,True
0080,P_5,0.11336124764429457,0.11377621756441832,0.00041496992012374223,True
0080,R_5,0.1346827567376795,0.15446698791350302,0.019784231175823536,True
0080,F_5,0.1231056189243324,0.13103533856192034,0.007929719637587943,True
0080,P_10,0.22319721042676152,0.22366225541594528,0.00046504498918376047,True
0080,R_10,0.26665738699563923,0.2893235325730867,0.02266614557744745,True
0080,F_10,0.24299939300475526,0.25229063009281205,0.009291237088056792,True
0080,P_20,0.43708307062065216,0.4375568243174986,0.0004737536968464351,True
0080,R_20,0.4754133331576236,0.4970313975472841,0.02161806438966052,True
0080,F_20,0.45544315267465896,0.46540171341543607,0.009958560740777112,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.61299835661768,0.019176326620044648,True
0090,CD_Comp,30.310992933854813,29.01173175604737,1.2992611778074412,True
0090,chamferL2_old,28.97158380854627,28.312365056332524,0.6592187522137465,True
0090,chamfer-L1,57.94316761709254,56.62473011266505,1.318437504427493,True
0090,chamfer-L2,2638.230044731804,2531.8368785894536,106.39316614235031,True
0090,P_5,0.1083400673861831,0.10844193420259683,0.0001018668164137343,True
0090,R_5,0.12571098793544921,0.144028607584091,0.018317619648641786,True
0090,F_5,0.11638090574207656,0.12372723309733219,0.00734632735525563,True
0090,P_10,0.2086814496247192,0.20911502561222814,0.00043357598750892734,True
0090,R_10,0.2373583379194664,0.25557956638798357,0.018221228468517175,True
0090,F_10,0.2220980433618444,0.23002431485650257,0.00792627149465816,True
0090,P_20,0.4077138004711554,0.40822570262422614,0.0005119021530707313,True
0090,R_20,0.4170908153210897,0.43589780557651814,0.018806990255428424,True
0090,F_20,0.41234900532857366,0.4216081799051489,0.009259174576575269,True
