method,sequence,frame_count,N_Acc,N_Comp,normals,CD_Acc,CD_Comp,chamferL2_old,chamfer-L1,chamfer-L2,P_5,R_5,F_5,P_10,R_10,F_10,P_20,R_20,F_20
spu_pointnet_4x_full,GoodVision,167,nan,nan,nan,20.303090644266916,28.533462703903332,24.418276674085124,48.83655334817025,2225.352851257946,0.18758518782431285,0.1708376652189875,0.17865927350412705,0.34970878172365427,0.2976360202536916,0.32130679544725016,0.6039210472265968,0.4866144741582808,0.5387748388855343
spu_pointnet_4x_full,Mannequin,188,nan,nan,nan,19.297519232687268,30.88170459011528,25.089611911401267,50.179223822802534,2535.984783582459,0.22041844347691014,0.16728404495166307,0.19019111351815374,0.409379903672866,0.29166738626467975,0.3406033988914385,0.6554611225639241,0.4663918165215784,0.5449713689319887
spu_pointnet_4x_full,OrangeKettlebell,170,nan,nan,nan,15.561774731848473,17.136583966233996,16.349179349041236,32.69835869808247,1051.7099795761017,0.21422758720834423,0.23764780710146166,0.2251980993798927,0.41238243483771053,0.4361571588553327,0.4235922273703663,0.7030779553415231,0.7194894132548109,0.7108231862074557
spu_pointnet_4x_full,PinkNoir,201,nan,nan,nan,17.461701545711353,27.192393963932457,22.3270477548219,44.6540955096438,1823.7912938496577,0.19493960909561978,0.157566318151182,0.17405588048265677,0.36336792189610123,0.2842302371915949,0.318596546873553,0.6360048717809156,0.48890316795662087,0.5524529311707228
spu_pointnet_4x_full,TicTacToe,165,nan,nan,nan,13.858380254281634,38.40714646396787,26.132763359124752,52.265526718249504,3872.8824358562333,0.25819207083979645,0.18280483977682652,0.2138417966213801,0.48970600788404267,0.320734196703132,0.3874439737559943,0.7555062878467845,0.49385418823495475,0.5971992605478357
spu_pointnet_4x_full,TrumanShow,171,nan,nan,nan,17.906561727642472,20.122014494708104,19.01428811117529,38.02857622235058,1402.7964793307615,0.18830419433177611,0.2259107244855254,0.20495010851188022,0.3575569517642798,0.39790314760483625,0.3758806928864752,0.6396587687661929,0.6418643576814197,0.6396645249311895
spu_pointnet_4x_full,VictoryHeart,197,nan,nan,nan,15.910471992143703,15.912035523377181,15.911253757760441,31.822507515520883,960.6370579148992,0.17340495929819275,0.24045076982949368,0.20123566050373948,0.3509491698820176,0.4435651957159619,0.3916873729598575,0.6969134761146748,0.7713890205881672,0.7322171084665965
spu_pointnet_4x_full,VirtualLife,196,nan,nan,nan,14.031241473724615,19.8454020613633,16.938321767543954,33.87664353508791,1282.4585704591127,0.23170004353628523,0.23402303996876292,0.23273490148980044,0.4378643424097153,0.4148074502618022,0.4257081292751286,0.7504464653539101,0.6770165651149473,0.711630694582253
upsample_clean_ounet_full,BlueSpeech,168,nan,nan,nan,15.9107859044437,16.77258750397811,16.3416867042109,32.6833734084218,1263.123884232982,0.20246248877089604,0.20723453990467597,0.2046250424616068,0.3869268992014244,0.49054333879394174,0.43254831319467935,0.6887052202523319,0.7797631164556449,0.7313141426427536
upsample_clean_ounet_full,BlueVolley,171,nan,nan,nan,18.372314921103147,19.70607050232085,19.039192711711998,38.078385423423995,1511.1088987036028,0.19573584020863335,0.19926986382223816,0.19724402769503263,0.37007831045181894,0.4436643947458681,0.40330900090397387,0.6431661800223066,0.673155715845872,0.6574098164908837
upsample_clean_ounet_full,BouncingBlue,157,nan,nan,nan,23.689567667202788,28.072301367670697,25.880934517436742,51.761869034873484,2848.8272780325674,0.1484101866211274,0.13373414980219625,0.1404881173285391,0.2830569408637318,0.3681445683836743,0.31984108778517956,0.5165193014450765,0.5429146496916519,0.5286738169157513
upsample_clean_ounet_full,FitFluencer,201,nan,nan,nan,16.51543126474492,20.94158719551852,18.728509230131717,37.457018460263434,1405.0579597285948,0.2101757772406883,0.1980930884167881,0.20381711369107178,0.3923100071757551,0.4036831582754605,0.39781823684383827,0.6739501453405576,0.6298037809433925,0.6509822456100732
upsample_clean_ounet_full,GoodVision,167,nan,nan,nan,22.476897481289008,29.25937306262274,25.868135271955875,51.73627054391175,2496.6955466250133,0.1688624645231464,0.15969134601855153,0.16407076251201808,0.31771867387402575,0.31351616391786685,0.31557174694890977,0.5576839204360644,0.48553862016176164,0.5190504675842361
upsample_clean_ounet_full,Mannequin,188,nan,nan,nan,27.41257276145318,31.72455912825033,29.568565944851755,59.13713188970351,3525.319527363968,0.15629115735352642,0.15248669832134162,0.15430831379489046,0.2940140888096396,0.3099119833403301,0.30173237251087026,0.5112509403148516,0.4632877644842185,0.48605555489556007
upsample_clean_ounet_full,OrangeKettlebell,170,nan,nan,nan,17.536233548872058,17.832531846215485,17.684382697543775,35.36876539508755,1218.6154451122513,0.1886554092895769,0.19491569582739635,0.19157760416064837,0.35995584137730935,0.453775123912237,0.40130188581402454,0.6413179206830589,0.7173372138099311,0.6769117314504097
upsample_clean_ounet_full,PinkNoir,201,nan,nan,nan,18.80721700811074,29.02582665852157,23.916521833316153,47.83304366663231,2151.3064604161336,0.1837109253919723,0.13872205751970176,0.15792159427988095,0.34746585461683793,0.2944724183570829,0.3187107972996838,0.6160102960966941,0.4752844887103744,0.5364488618052913
upsample_clean_ounet_full,TicTacToe,165,nan,nan,nan,16.880849692599078,41.923356052050096,29.402102872324587,58.804205744649174,4936.2089306841135,0.21619562544036153,0.12257729255029706,0.15626057531601806,0.4073324832000346,0.34531046116417696,0.3737096434718305,0.6813039354488286,0.49817516804166767,0.5754658045566995
upsample_clean_ounet_full,TrumanShow,171,nan,nan,nan,18.84655263372263,20.834815303144808,19.840683968433716,39.68136793686743,1541.1213669656215,0.18231151375888566,0.19310506285613907,0.1872943044548983,0.34578950898167443,0.4135721650066211,0.3764359173527827,0.6164173254133095,0.6384131409555464,0.626910983359722
upsample_clean_ounet_full,VictoryHeart,197,nan,nan,nan,17.492686840129295,16.735882080720607,17.11428446042495,34.2285689208499,1113.8484246152595,0.17403530950317078,0.20270370316661138,0.1870881372194514,0.3376010203328372,0.445559184719887,0.3841006891067568,0.6353491775503464,0.7559573578088802,0.6903838455704451
upsample_clean_ounet_full,VirtualLife,196,nan,nan,nan,15.864234987517559,20.692440535167457,18.27833776134251,36.55667552268502,1498.3269339076862,0.20753310321360544,0.19861919787023513,0.2028019926481289,0.39540338678871567,0.42595665778894326,0.40993521189460636,0.695834976957707,0.6732276718681068,0.6841029894101234
