frame,metric,baseline,pufm_pugan_4x_selected10,delta_for_better,pufm_pugan_4x_selected10_improved
0060,R_5,0.1317061193835844,0.13531019883509088,0.003604079451506481,True
0060,F_5,0.12052921544569437,0.11800412942382818,-0.0025250860218661852,False
0060,P_10,0.21556250083387812,0.20586491507785087,-0.00969758575602725,False
0060,R_10,0.24738865173013558,0.253588708263097,0.006200056532961407,True
0060,F_10,0.23038161218313652,0.227248258536616,-0.003133353646520509,False
0060,P_20,0.41687402436258353,0.4018133513895745,-0.015060672973009004,False
0060,R_20,0.4326343741037772,0.4472396853136032,0.014605311209826,True
0060,F_20,0.4246080037250411,0.423311310511458,-0.001296693213583111,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.840994805513827,-0.44311636882909156,False
0070,CD_Comp,27.06073662518216,26.234666371741955,0.8260702534402036,True
0070,chamferL2_old,25.229307530933447,25.03783058862789,0.191476942305556,True
0070,chamfer-L1,50.458615061866894,50.07566117725578,0.382953884611112,True
0070,chamfer-L2,2160.3062330937587,2123.933097716298,36.373135377460585,True
0070,P_5,0.12388456125745773,0.12045995123981686,-0.0034246100176408695,False
0070,R_5,0.14683563383478315,0.15663175055830544,0.009796116723522291,True
0070,F_5,0.13438722640093273,0.13618490133354466,0.0017976749326119312,True
0070,P_10,0.2449921706209986,0.23925888485857566,-0.005733285762422935,False
0070,R_10,0.2857228864521919,0.29719911710640984,0.011476230654217934,True
0070,F_10,0.2637945512006304,0.26510007896004517,0.0013055277594147818,True
0070,P_20,0.4868030366097798,0.47942954549959366,-0.007373491110186148,False
0070,R_20,0.5030254178411727,0.5158629782412468,0.01283756040007411,True
0070,F_20,0.4947812922448575,0.49697942524215366,0.002198132997296154,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,26.57720042029349,-0.48328990575149433,False
0080,CD_Comp,27.253817528725445,25.810338465468096,1.4434790632573495,True
0080,chamferL2_old,26.67386402163372,26.193769442880793,0.4800945787529258,True
0080,chamfer-L1,53.34772804326744,52.387538885761586,0.9601891575058517,True
0080,chamfer-L2,2288.588814506137,2217.732379621506,70.8564348846312,True
0080,P_5,0.11336124764429457,0.11213375529924861,-0.0012274923450459607,False
0080,R_5,0.1346827567376795,0.14847748190361196,0.01379472516593247,True
0080,F_5,0.1231056189243324,0.12777144839896787,0.004665829474635466,True
0080,P_10,0.22319721042676152,0.2191676913912683,-0.004029519035493229,False
0080,R_10,0.26665738699563923,0.2842499136208137,0.017592526625174465,True
0080,F_10,0.24299939300475526,0.24750186217641718,0.004502469171661916,True
0080,P_20,0.43708307062065216,0.43091861190166825,-0.006164458718983912,False
0080,R_20,0.4754133331576236,0.5011936594588606,0.025780326301237055,True
0080,F_20,0.45544315267465896,0.46340700077403835,0.00796384809937939,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,28.509517019164594,-0.877342335926869,False
0090,CD_Comp,30.310992933854813,29.184693759858625,1.1262991739961876,True
0090,chamferL2_old,28.97158380854627,28.84710538951161,0.12447841903465928,True
0090,chamfer-L1,57.94316761709254,57.69421077902322,0.24895683806931856,True
0090,chamfer-L2,2638.230044731804,2620.5684029312697,17.6616418005342,True
0090,P_5,0.1083400673861831,0.10480040952172245,-0.0035396578644606436,False
0090,R_5,0.12571098793544921,0.13436889316561818,0.00865790523016896,True
0090,F_5,0.11638090574207656,0.1177568765933666,0.0013759708512900426,True
0090,P_10,0.2086814496247192,0.20134104667725852,-0.007340402947460689,False
0090,R_10,0.2373583379194664,0.2477137989329414,0.01035546101347501,True
0090,F_10,0.2220980433618444,0.2221330246900492,3.4981328204786166e-05,True
0090,P_20,0.4077138004711554,0.3940863316988988,-0.013627468772256623,False
0090,R_20,0.4170908153210897,0.432379527501969,0.015288712180879294,True
0090,F_20,0.41234900532857366,0.4123457974651572,-3.207863416454515e-06,False
