frame,metric,baseline,pointfilter_selected10,delta_for_better,pointfilter_selected10_improved
0060,R_5,0.1317061193835844,0.10260484904255034,-0.02910127034103406,False
0060,F_5,0.12052921544569437,0.11214178060161123,-0.008387434844083136,False
0060,P_10,0.21556250083387812,0.24089732556820834,0.025334824734330214,True
0060,R_10,0.24738865173013558,0.1899503376503333,-0.057438314079802266,False
0060,F_10,0.23038161218313652,0.21241163518871428,-0.017969976994422238,False
0060,P_20,0.41687402436258353,0.43425994489696534,0.017385920534381816,True
0060,R_20,0.4326343741037772,0.331279852601651,-0.1013545215021262,False
0060,F_20,0.4246080037250411,0.375843479349688,-0.04876452437535311,False
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,22.51283134480506,0.8850470918796738,True
0070,CD_Comp,27.06073662518216,34.49832887114861,-7.437592245966449,False
0070,chamferL2_old,25.229307530933447,28.505580107976833,-3.276272577043386,False
0070,chamfer-L1,50.458615061866894,57.011160215953666,-6.552545154086772,False
0070,chamfer-L2,2160.3062330937587,2673.074502098778,-512.7682690050192,False
0070,P_5,0.12388456125745773,0.13086162811440805,0.00697706685695032,True
0070,R_5,0.14683563383478315,0.10016277051176989,-0.046672863323013264,False
0070,F_5,0.13438722640093273,0.1134725449222296,-0.020914681478703123,False
0070,P_10,0.2449921706209986,0.25648847396483715,0.011496303343838554,True
0070,R_10,0.2857228864521919,0.19165209903793012,-0.09407078741426178,False
0070,F_10,0.2637945512006304,0.2193800667724544,-0.044414484428176,False
0070,P_20,0.4868030366097798,0.5073853838377832,0.020582347228003395,True
0070,R_20,0.5030254178411727,0.37133419843969,-0.1316912194014827,False
0070,F_20,0.4947812922448575,0.4288274635216303,-0.06595382872322719,False
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.251753288758824,0.842157225783172,True
0080,CD_Comp,27.253817528725445,35.26490183494571,-8.011084306220265,False
0080,chamferL2_old,26.67386402163372,30.25832756185227,-3.5844635402185503,False
0080,chamfer-L1,53.34772804326744,60.51665512370454,-7.168927080437101,False
0080,chamfer-L2,2288.588814506137,2920.9464119165705,-632.3575974104333,False
0080,P_5,0.11336124764429457,0.11849241819910893,0.005131170554814352,True
0080,R_5,0.1346827567376795,0.10284126779524488,-0.031841488942434604,False
0080,F_5,0.1231056189243324,0.11011347375321415,-0.012992145171118255,False
0080,P_10,0.22319721042676152,0.23262177385924637,0.00942456343248485,True
0080,R_10,0.26665738699563923,0.2003865339893347,-0.06627085300630453,False
0080,F_10,0.24299939300475526,0.21530428007587227,-0.027695112928882992,False
0080,P_20,0.43708307062065216,0.44692042679634514,0.00983735617569298,True
0080,R_20,0.4754133331576236,0.36298201953919845,-0.11243131361842512,False
0080,F_20,0.45544315267465896,0.40060152880350297,-0.05484162387115599,False
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.059641122182732,0.5725335610549926,True
0090,CD_Comp,30.310992933854813,39.61603252744188,-9.305039593587068,False
0090,chamferL2_old,28.97158380854627,33.33783682481231,-4.366253016266036,False
0090,chamfer-L1,57.94316761709254,66.67567364962461,-8.732506032532072,False
0090,chamfer-L2,2638.230044731804,3473.321922268638,-835.0918775368341,False
0090,P_5,0.1083400673861831,0.12028502164027831,0.01194495425409521,True
0090,R_5,0.12571098793544921,0.09509813775535424,-0.030612850180094978,False
0090,F_5,0.11638090574207656,0.10621890392870618,-0.010162001813370375,False
0090,P_10,0.2086814496247192,0.2267675176683285,0.018086068043609294,True
0090,R_10,0.2373583379194664,0.17068488816975394,-0.06667344974971245,False
0090,F_10,0.2220980433618444,0.1947694255976885,-0.027328617764155905,False
0090,P_20,0.4077138004711554,0.42087773242754617,0.013163931956390762,True
0090,R_20,0.4170908153210897,0.30465173949006596,-0.11243907583102375,False
0090,F_20,0.41234900532857366,0.353455340574357,-0.058893664754216646,False
