method,metric,mean,std,count
cg_baseline,N_Acc,nan,nan,10
cg_baseline,N_Comp,nan,nan,10
cg_baseline,normals,nan,nan,10
cg_baseline,CD_Acc,25.517652660152855,1.6601191487296783,10
cg_baseline,CD_Comp,27.60646585734178,1.209840741165726,10
cg_baseline,chamferL2_old,26.562059258747315,1.2942815790551234,10
cg_baseline,chamfer-L1,53.12411851749463,2.588563158110247,10
cg_baseline,chamfer-L2,2293.1285398956,174.729241310117,10
cg_baseline,P_5,0.11869803464630327,0.007951993462690633,10
cg_baseline,R_5,0.1380809290182819,0.006648569006135304,10
cg_baseline,F_5,0.1276306912573984,0.007273118979874412,10
cg_baseline,P_10,0.22954935980074306,0.016158461774754173,10
cg_baseline,R_10,0.2648255909738189,0.01472348139036174,10
cg_baseline,F_10,0.2458615939694805,0.01515148797236062,10
cg_baseline,P_20,0.4427644995010864,0.030614343906213,10
cg_baseline,R_20,0.46881739359951063,0.02723640298192134,10
cg_baseline,F_20,0.45518571191709434,0.027335640626944047,10
pointfilter_selected10,N_Acc,nan,nan,10
pointfilter_selected10,N_Comp,nan,nan,10
pointfilter_selected10,normals,nan,nan,10
pointfilter_selected10,CD_Acc,24.787778568924104,1.7144201790768694,10
pointfilter_selected10,CD_Comp,35.69822869078429,1.701569715714742,10
pointfilter_selected10,chamferL2_old,30.2430036298542,1.524734957976593,10
pointfilter_selected10,chamfer-L1,60.4860072597084,3.049469915953186,10
pointfilter_selected10,chamfer-L2,2915.03778157491,264.0610688506459,10
pointfilter_selected10,P_5,0.1237309071756774,0.008890647716282028,10
pointfilter_selected10,R_5,0.10013493110163571,0.006419356296160764,10
pointfilter_selected10,F_5,0.11057295444256128,0.0065856632545032495,10
pointfilter_selected10,P_10,0.23978926219004942,0.016649739722213452,10
pointfilter_selected10,R_10,0.19023114545347902,0.010946611516112755,10
pointfilter_selected10,F_10,0.21192293432744602,0.011362893636598849,10
pointfilter_selected10,P_20,0.45600458528164856,0.035014543844845675,10
pointfilter_selected10,R_20,0.3492707601120346,0.020723949280523183,10
pointfilter_selected10,F_20,0.39516220127408314,0.023677436960314307,10
