frame,metric,baseline,pointcleannet_selected10,delta_for_better,pointcleannet_selected10_improved
0060,F_5,0.12052921544569437,0.13250155580169107,0.011972340355996702,True
0060,P_10,0.21556250083387812,0.22158643647182827,0.006023935637950145,True
0060,R_10,0.24738865173013558,0.27754341587008147,0.03015476413994589,True
0060,F_10,0.23038161218313652,0.24642828394380187,0.01604667176066535,True
0060,P_20,0.41687402436258353,0.42033128310496193,0.0034572587423783996,True
0060,R_20,0.4326343741037772,0.4495179223930361,0.01688354828925892,True
0060,F_20,0.4246080037250411,0.43443494321516957,0.009826939490128472,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.292221439259055,0.10565699742567958,True
0070,CD_Comp,27.06073662518216,26.764866209887426,0.2958704152947327,True
0070,chamferL2_old,25.229307530933447,25.02854382457324,0.20076370636020613,True
0070,chamfer-L1,50.458615061866894,50.05708764914648,0.40152741272041226,True
0070,chamfer-L2,2160.3062330937587,2122.9288848719907,37.37734822176799,True
0070,P_5,0.12388456125745773,0.12490733583080613,0.0010227745733484006,True
0070,R_5,0.14683563383478315,0.17036719087029814,0.02353155703551499,True
0070,F_5,0.13438722640093273,0.14413781075079643,0.0097505843498637,True
0070,P_10,0.2449921706209986,0.2460724267110662,0.001080256090067594,True
0070,R_10,0.2857228864521919,0.29995426139956655,0.014231374947374642,True
0070,F_10,0.2637945512006304,0.2703548182244227,0.00656026702379231,True
0070,P_20,0.4868030366097798,0.4879090602763077,0.0011060236665279,True
0070,R_20,0.5030254178411727,0.5024025759148153,-0.0006228419263574203,False
0070,F_20,0.4947812922448575,0.4950497595641422,0.00026846731928470424,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,26.034048410348454,0.059862104193541654,True
0080,CD_Comp,27.253817528725445,26.828005886587512,0.42581164213793343,True
0080,chamferL2_old,26.67386402163372,26.431027148467983,0.24283687316573577,True
0080,chamfer-L1,53.34772804326744,52.862054296935966,0.48567374633147153,True
0080,chamfer-L2,2288.588814506137,2260.4330221585265,28.155792347610713,True
0080,P_5,0.11336124764429457,0.11489049670985024,0.0015292490655556684,True
0080,R_5,0.1346827567376795,0.16386059573017078,0.029177838992491295,True
0080,F_5,0.1231056189243324,0.13507409115293129,0.011968472228598884,True
0080,P_10,0.22319721042676152,0.2258167896916769,0.002619579264915378,True
0080,R_10,0.26665738699563923,0.2931999915988777,0.026542604603238484,True
0080,F_10,0.24299939300475526,0.2551342585719593,0.012134865567204056,True
0080,P_20,0.43708307062065216,0.43833712452406914,0.001254053903416985,True
0080,R_20,0.4754133331576236,0.4821667647483967,0.006753431590773129,True
0080,F_20,0.45544315267465896,0.4592084741063515,0.0037653214316925587,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.523054507931683,0.10912017530604246,True
0090,CD_Comp,30.310992933854813,29.113122625825177,1.1978703080296356,True
0090,chamferL2_old,28.97158380854627,28.31808856687843,0.6534952416678408,True
0090,chamfer-L1,57.94316761709254,56.63617713375686,1.3069904833356816,True
0090,chamfer-L2,2638.230044731804,2520.9419211835984,117.28812354820548,True
0090,P_5,0.1083400673861831,0.11081739987947187,0.0024773324932887697,True
0090,R_5,0.12571098793544921,0.1518581253645564,0.02614713742910718,True
0090,F_5,0.11638090574207656,0.12813163759994117,0.011750731857864613,True
0090,P_10,0.2086814496247192,0.2121209527201008,0.003439503095381602,True
0090,R_10,0.2373583379194664,0.2568190581016375,0.019460720182171126,True
0090,F_10,0.2220980433618444,0.2323397535891085,0.010241710227264084,True
0090,P_20,0.4077138004711554,0.4106003122774338,0.0028865118062784134,True
0090,R_20,0.4170908153210897,0.42929995287542305,0.012209137554333338,True
0090,F_20,0.41234900532857366,0.41974196705190014,0.0073929617233264855,True
