frame,metric,baseline,snowflakenet_pu_4x_selected10,delta_for_better,snowflakenet_pu_4x_selected10_improved
0060,R_5,0.1317061193835844,0.13942926467948494,0.007723145295900541,True
0060,F_5,0.12052921544569437,0.1249536384151038,0.004424422969409439,True
0060,P_10,0.21556250083387812,0.21959013221971688,0.004027631385838754,True
0060,R_10,0.24738865173013558,0.25308073690921506,0.005692085179079487,True
0060,F_10,0.23038161218313652,0.23514896351693215,0.004767351333795633,True
0060,P_20,0.41687402436258353,0.4225669103814492,0.005692886018865695,True
0060,R_20,0.4326343741037772,0.4398532618899753,0.007218887786198114,True
0060,F_20,0.4246080037250411,0.431036842305104,0.006428838580062879,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.25834355877856,0.13953487790617558,True
0070,CD_Comp,27.06073662518216,26.641184062991442,0.41955256219071657,True
0070,chamferL2_old,25.229307530933447,24.949763810885003,0.2795437200484443,True
0070,chamfer-L1,50.458615061866894,49.899527621770005,0.5590874400968886,True
0070,chamfer-L2,2160.3062330937587,2129.768308642127,30.537924451631625,True
0070,P_5,0.12388456125745773,0.12709906642088362,0.0032145051634258903,True
0070,R_5,0.14683563383478315,0.15644593749404445,0.009610303659261299,True
0070,F_5,0.13438722640093273,0.14025380328548331,0.005866576884550584,True
0070,P_10,0.2449921706209986,0.2499370676497988,0.004944897028800216,True
0070,R_10,0.2857228864521919,0.29346856250855435,0.007745676056362449,True
0070,F_10,0.2637945512006304,0.2699591902992073,0.006164639098576896,True
0070,P_20,0.4868030366097798,0.4923093694872252,0.005506332877445397,True
0070,R_20,0.5030254178411727,0.51009064558995,0.00706522774877727,True
0070,F_20,0.4947812922448575,0.5010422991511745,0.006261006906316979,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.78669651976881,0.30721399477318556,True
0080,CD_Comp,27.253817528725445,26.906977586279876,0.3468399424455697,True
0080,chamferL2_old,26.67386402163372,26.346837053024345,0.3270269686093741,True
0080,chamfer-L1,53.34772804326744,52.69367410604869,0.6540539372187482,True
0080,chamfer-L2,2288.588814506137,2252.5638401191104,36.02497438702676,True
0080,P_5,0.11336124764429457,0.11677723822495636,0.00341599058066179,True
0080,R_5,0.1346827567376795,0.14253245242349727,0.007849695685817781,True
0080,F_5,0.1231056189243324,0.12837581279606727,0.005270193871734871,True
0080,P_10,0.22319721042676152,0.22810935698386103,0.0049121465570995115,True
0080,R_10,0.26665738699563923,0.2734038176511698,0.006746430655530544,True
0080,F_10,0.24299939300475526,0.24871118923935387,0.0057117962345986095,True
0080,P_20,0.43708307062065216,0.4421406525957174,0.0050575819750652284,True
0080,R_20,0.4754133331576236,0.48181342342850625,0.006400090270882675,True
0080,F_20,0.45544315267465896,0.4611253026356505,0.005682149960991534,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,27.288766565675836,0.34340811756188927,True
0090,CD_Comp,30.310992933854813,29.843470986479897,0.4675219473749159,True
0090,chamferL2_old,28.97158380854627,28.566118776077865,0.40546503246840615,True
0090,chamfer-L1,57.94316761709254,57.13223755215573,0.8109300649368123,True
0090,chamfer-L2,2638.230044731804,2577.357732671958,60.87231205984608,True
0090,P_5,0.1083400673861831,0.10938741234317646,0.0010473449569933652,True
0090,R_5,0.12571098793544921,0.1324105868822314,0.0066995989467821815,True
0090,F_5,0.11638090574207656,0.11980290583286739,0.0034220000907908277,True
0090,P_10,0.2086814496247192,0.2112508046622473,0.002569355037528087,True
0090,R_10,0.2373583379194664,0.24323366869774693,0.005875330778280535,True
0090,F_10,0.2220980433618444,0.22611689175418376,0.004018848392339347,True
0090,P_20,0.4077138004711554,0.41308748904289705,0.005373688571741642,True
0090,R_20,0.4170908153210897,0.42334141261686403,0.006250597295774318,True
0090,F_20,0.41234900532857366,0.41815159853696476,0.005802593208391105,True
