frame,metric,baseline,traditional_bpa,delta_for_better,traditional_bpa_improved
0060,R_5,0.1317061193835844,0.1240291908152507,-0.007676928568333699,False
0060,F_5,0.12052921544569437,0.12297894603605299,0.0024497305903586203,True
0060,P_10,0.21556250083387812,0.23627603367533456,0.02071353284145644,True
0060,R_10,0.24738865173013558,0.23604615895665737,-0.011342492773478208,False
0060,F_10,0.23038161218313652,0.2361610403770764,0.005779428193939867,True
0060,P_20,0.41687402436258353,0.45462035196328265,0.037746327600699126,True
0060,R_20,0.4326343741037772,0.41344287798164947,-0.019191496122127727,False
0060,F_20,0.4246080037250411,0.43305496701352897,0.008446963288487874,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,22.477819953204687,0.920058483480048,True
0070,CD_Comp,27.06073662518216,28.079805534424064,-1.0190689092419056,False
0070,chamferL2_old,25.229307530933447,25.278812743814377,-0.04950521288093057,False
0070,chamfer-L1,50.458615061866894,50.557625487628755,-0.09901042576186114,False
0070,chamfer-L2,2160.3062330937587,2178.59582065332,-18.28958755956137,False
0070,P_5,0.12388456125745773,0.13557709460664805,0.01169253334919032,True
0070,R_5,0.14683563383478315,0.1384173058231822,-0.008418328011600945,False
0070,F_5,0.13438722640093273,0.13698247947656816,0.002595253075635434,True
0070,P_10,0.2449921706209986,0.2660204951338923,0.021028324512893715,True
0070,R_10,0.2857228864521919,0.272788304778471,-0.012934581673720913,False
0070,F_10,0.2637945512006304,0.2693618957808669,0.0055673445802365,True
0070,P_20,0.4868030366097798,0.5141939703871082,0.02739093377732843,True
0070,R_20,0.5030254178411727,0.4835878120490027,-0.01943760579217002,False
0070,F_20,0.4947812922448575,0.49842148150106796,0.0036401892562104576,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,24.674902193562843,1.4190083209791524,True
0080,CD_Comp,27.253817528725445,28.17050877342338,-0.9166912446979332,False
0080,chamferL2_old,26.67386402163372,26.42270548349311,0.25115853814060785,True
0080,chamfer-L1,53.34772804326744,52.84541096698622,0.5023170762812157,True
0080,chamfer-L2,2288.588814506137,2275.906670614964,12.682143891173382,True
0080,P_5,0.11336124764429457,0.12474527030086843,0.011384022656573858,True
0080,R_5,0.1346827567376795,0.12804957650519078,-0.006633180232488711,False
0080,F_5,0.1231056189243324,0.12637582794799979,0.0032702090236673836,True
0080,P_10,0.22319721042676152,0.24422003072432064,0.021022820297559114,True
0080,R_10,0.26665738699563923,0.25579399459774893,-0.010863392397890304,False
0080,F_10,0.24299939300475526,0.249873059778756,0.006873666774000753,True
0080,P_20,0.43708307062065216,0.46739459851115933,0.030311527890507173,True
0080,R_20,0.4754133331576236,0.460922220844914,-0.014491112312709553,False
0080,F_20,0.45544315267465896,0.4641358464368129,0.008692693762153925,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,26.12537528028039,1.5067994029573342,True
0090,CD_Comp,30.310992933854813,31.43349667137171,-1.1225037375168974,False
0090,chamferL2_old,28.97158380854627,28.77943597582605,0.19214783272022018,True
0090,chamfer-L1,57.94316761709254,57.5588719516521,0.38429566544044036,True
0090,chamfer-L2,2638.230044731804,2621.6124735355415,16.61757119626236,True
0090,P_5,0.1083400673861831,0.11716053525447871,0.008820467868295614,True
0090,R_5,0.12571098793544921,0.11975986238305361,-0.005951125552395603,False
0090,F_5,0.11638090574207656,0.11844593980690245,0.002065034064825888,True
0090,P_10,0.2086814496247192,0.22628814441461678,0.01760669478989757,True
0090,R_10,0.2373583379194664,0.2288314258315181,-0.008526912087948285,False
0090,F_10,0.2220980433618444,0.22755267899009884,0.005454635628254434,True
0090,P_20,0.4077138004711554,0.4393815400208185,0.031667739549663065,True
0090,R_20,0.4170908153210897,0.4021613044610168,-0.014929510860072936,False
0090,F_20,0.41234900532857366,0.4199483233670985,0.007599318038524816,True
