frame,metric,baseline,crcir_aftercomp_4x_selected10,delta_for_better,crcir_aftercomp_4x_selected10_improved
0060,F_5,0.12052921544569437,0.1245586151650294,0.004029399719335039,True
0060,P_10,0.21556250083387812,0.21871080772771545,0.003148306893837327,True
0060,R_10,0.24738865173013558,0.2533947630670576,0.0060061113369220265,True
0060,F_10,0.23038161218313652,0.2347787305753302,0.004397118392193672,True
0060,P_20,0.41687402436258353,0.4228629371189177,0.005988912756334175,True
0060,R_20,0.4326343741037772,0.43859798255731186,0.005963608453534663,True
0060,F_20,0.4246080037250411,0.43058675531867974,0.005978751593638643,True
0070,N_Acc,nan,nan,nan,False
0070,N_Comp,nan,nan,nan,False
0070,normals,nan,nan,nan,False
0070,CD_Acc,23.397878436684735,23.115987939092214,0.2818904975925207,True
0070,CD_Comp,27.06073662518216,26.588686452042637,0.4720501731395217,True
0070,chamferL2_old,25.229307530933447,24.852337195567426,0.3769703353660212,True
0070,chamfer-L1,50.458615061866894,49.70467439113485,0.7539406707320424,True
0070,chamfer-L2,2160.3062330937587,2130.153087456977,30.153145636781574,True
0070,P_5,0.12388456125745773,0.13190471943073478,0.008020158173277059,True
0070,R_5,0.14683563383478315,0.15657934174530877,0.009743707910525617,True
0070,F_5,0.13438722640093273,0.14318679553641292,0.00879956913548019,True
0070,P_10,0.2449921706209986,0.25610196031793225,0.011109789696933658,True
0070,R_10,0.2857228864521919,0.2946206901331097,0.008897803680917804,True
0070,F_10,0.2637945512006304,0.27401428371074077,0.01021973251011038,True
0070,P_20,0.4868030366097798,0.4970922281025153,0.010289191492735494,True
0070,R_20,0.5030254178411727,0.5109257215524097,0.007900303711236956,True
0070,F_20,0.4947812922448575,0.5039140531343052,0.009132760889447644,True
0080,N_Acc,nan,nan,nan,False
0080,N_Comp,nan,nan,nan,False
0080,normals,nan,nan,nan,False
0080,CD_Acc,26.093910514541996,25.56158667186347,0.532323842678526,True
0080,CD_Comp,27.253817528725445,26.809372008977164,0.4444455197482817,True
0080,chamferL2_old,26.67386402163372,26.185479340420315,0.48838468121340384,True
0080,chamfer-L1,53.34772804326744,52.37095868084063,0.9767693624268077,True
0080,chamfer-L2,2288.588814506137,2229.4708132524866,59.11800125365062,True
0080,P_5,0.11336124764429457,0.1201444600427075,0.0067832123984129244,True
0080,R_5,0.1346827567376795,0.14323172230831543,0.008548965570635947,True
0080,F_5,0.1231056189243324,0.13067618935097486,0.007570570426642456,True
0080,P_10,0.22319721042676152,0.23246588799208553,0.009268677565324013,True
0080,R_10,0.26665738699563923,0.2748987232353216,0.008241336239682373,True
0080,F_10,0.24299939300475526,0.25190789578403117,0.008908502779275906,True
0080,P_20,0.43708307062065216,0.446760186575353,0.009677115954700832,True
0080,R_20,0.4754133331576236,0.4849807288961955,0.009567395738571904,True
0080,F_20,0.45544315267465896,0.4650865435429753,0.009643390868316337,True
0090,N_Acc,nan,nan,nan,False
0090,N_Comp,nan,nan,nan,False
0090,normals,nan,nan,nan,False
0090,CD_Acc,27.632174683237725,26.947504681567317,0.6846700016704084,True
0090,CD_Comp,30.310992933854813,29.896609461656432,0.4143834721983808,True
0090,chamferL2_old,28.97158380854627,28.422057071611874,0.5495267369343964,True
0090,chamfer-L1,57.94316761709254,56.84411414322375,1.0990534738687927,True
0090,chamfer-L2,2638.230044731804,2570.528379301176,67.70166543062805,True
0090,P_5,0.1083400673861831,0.11227435216128856,0.003934284775105462,True
0090,R_5,0.12571098793544921,0.1325922471832355,0.006881259247786292,True
0090,F_5,0.11638090574207656,0.12159035731256922,0.005209451570492657,True
0090,P_10,0.2086814496247192,0.2163411494000986,0.007659699775379392,True
0090,R_10,0.2373583379194664,0.24352119452564006,0.006162856606173661,True
0090,F_10,0.2220980433618444,0.22912793718752342,0.007029893825679007,True
0090,P_20,0.4077138004711554,0.41989159316276775,0.012177792691612344,True
0090,R_20,0.4170908153210897,0.4233105180078497,0.006219702686759976,True
0090,F_20,0.41234900532857366,0.42159412424171894,0.009245118913145278,True
